hunt_code,hunt_name,species,residency,hunt_class,modeled_draw_probability,harvest_success_pct,permits_2026_total,sleeper_score,sleeper_reasons,data_limitations
EA1132,East Fork Chalk Creek CWMU,Elk,Resident,CWMU,99.7,26.2,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1134,Ensign Ranches CWMU,Elk,Resident,CWMU,99.9,65.5,60,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1135,Folley Ridge CWMU,Elk,Resident,CWMU,96.7,63.2,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1136,Grass Valley/Clark Canyon CWMU,Elk,Resident,CWMU,99.8,46.3,50,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1137,Grazing Pasture CWMU,Elk,Resident,CWMU,21.2,86.7,9,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
EA1138,Guildersleeve CWMU,Elk,Resident,CWMU,98.8,60,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1139,Hardscrabble CWMU,Elk,Resident,CWMU,83.7,22.2,10,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1140,Heaston East CWMU,Elk,Resident,CWMU,71.6,100,24,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1141,Hiawatha CWMU,Elk,Resident,CWMU,87.9,58.3,12,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1142,Indian Head CWMU,Elk,Resident,CWMU,99.9,83.3,12,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1143,Circle E Ranch CWMU,Elk,Resident,CWMU,75,97.1,21,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1145,Johnson Mountain Ranch CWMU,Elk,Resident,CWMU,73.1,81,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1146,Jump Creek CWMU,Elk,Resident,CWMU,79.6,92.3,9,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1147,Little Red Creek CWMU,Elk,Resident,CWMU,68.2,66.7,15,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1149,Minnie Maud Ridge CWMU,Elk,Resident,CWMU,93.3,28.6,15,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1151,Moon Ranch CWMU,Elk,Resident,CWMU,83.5,33.3,6,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1153,Old Woman Plateau CWMU,Elk,Resident,CWMU,15.3,100,4,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
EA1156,Preston Nutter Ranch CWMU,Elk,Resident,CWMU,95.5,80,21,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1157,Redd Ranches CWMU,Elk,Resident,CWMU,99.8,61.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1158,Cactus Ranch LLC CWMU,Elk,Resident,CWMU,69.6,25,7,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1159,Roan Cliffs CWMU,Elk,Resident,CWMU,27.3,100,6,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1160,Sand Creek CWMU,Elk,Resident,CWMU,21.7,75,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1161,Scofield Canyons CWMU,Elk,Resident,CWMU,41.9,100,9,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1163,Scofield West CWMU,Elk,Resident,CWMU,97.2,74.2,19,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1164,SJ Ranch CWMU,Elk,Resident,CWMU,18.7,83.3,6,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1165,Skull Crack CWMU,Elk,Resident,CWMU,43.5,92.9,15,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1166,Soldier Summit CWMU,Elk,Resident,CWMU,81.1,46.7,16,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1167,South Canyon CWMU,Elk,Resident,CWMU,65.2,80,12,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
