reported_hunt_year,model_target_year,hunt_code,species,average_harvest_age,average_harvest_age_3yr,age_data_available,age_source_file,age_source_page,age_source_table_title,crosswalk_confidence,age_mapping_status,source_package,source_priority,notes
2021,2022,EA2031,Antlerless Elk,6.9,,true,21_bg_report.pdf,95,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EA2032,Antlerless Elk,7.5,,true,21_bg_report.pdf,95,,medium,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3001,Elk,5.2,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3002,Elk,8.3,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3003,Elk,7,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3005,Elk,7.1,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3006,Elk,6.5,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3007,Elk,7.2,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3008,Elk,7.5,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3009,Elk,6.2,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3010,Elk,7.7,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3011,Elk,7.5,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3013,Elk,5.5,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3015,Elk,6.7,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3016,Elk,4.2,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3018,Elk,6.9,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3019,Elk,7.7,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3020,Elk,7.4,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3022,Elk,5.9,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3026,Elk,5.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3027,Elk,5.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3028,Elk,8.3,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3031,Elk,5.7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3032,Elk,7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3033,Elk,7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3036,Elk,7.1,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3037,Elk,7.1,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3038,Elk,6.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3039,Elk,6.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3040,Elk,7.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3041,Elk,7.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3042,Elk,7.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3043,Elk,7.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3045,Elk,6.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3046,Elk,6.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3047,Elk,7.7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3048,Elk,7.7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3049,Elk,7.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3050,Elk,7.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3053,Elk,5.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3056,Elk,6.7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3057,Elk,6.7,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3058,Elk,4.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3059,Elk,4.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3060,Elk,4.2,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3063,Elk,6.9,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3064,Elk,6.9,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3065,Elk,6.9,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3066,Elk,7.7,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3067,Elk,7.7,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3068,Elk,7.4,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3069,Elk,7.4,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3072,Elk,5.9,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3073,Elk,5.9,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3078,Elk,5.2,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3079,Elk,8.3,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3081,Elk,7,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3083,Elk,7.1,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3084,Elk,6.5,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3085,Elk,7.2,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3086,Elk,7.5,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3087,Elk,6.2,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3088,Elk,7.7,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3089,Elk,7.5,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3091,Elk,5.5,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3093,Elk,6.7,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3094,Elk,4.2,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3096,Elk,6.9,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3097,Elk,7.7,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3098,Elk,7.4,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3100,Elk,5.9,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3103,Elk,5.2,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3104,Elk,8.3,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3105,Elk,7,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3107,Elk,7.1,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3108,Elk,6.5,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3109,Elk,7.2,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3110,Elk,7.5,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3111,Elk,6.2,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3112,Elk,7.7,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3113,Elk,7.5,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3115,Elk,5.5,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3117,Elk,6.7,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3118,Elk,4.2,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3120,Elk,6.9,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3121,Elk,7.7,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3122,Elk,7.4,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3124,Elk,5.9,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3126,Elk,6.5,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3127,Elk,5.9,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3130,Elk,5.7,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3145,Elk,7.8,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3146,Elk,6.6,,true,21_bg_report.pdf,85,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3147,Elk,6.4,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3149,Elk,6.6,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3150,Elk,6.4,,true,21_bg_report.pdf,86,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3152,Elk,6.6,,true,21_bg_report.pdf,87,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3153,Elk,6.4,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3154,Elk,7.8,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3155,Elk,6.6,,true,21_bg_report.pdf,88,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3156,Elk,7.8,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,EB3157,Elk,6.6,,true,21_bg_report.pdf,89,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,GO6800,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2021,2022,GO6801,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2021,2022,GO6802,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2021,2022,GO6803,Mountain Goat,4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Nebo; multiple related GO codes.
2021,2022,GO6804,Mountain Goat,6,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF older label Chalk Creek/Kamas; current table used High Uintas Kamas.
2021,2022,GO6805,Mountain Goat,4.9,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2021,2022,GO6806,Mountain Goat,4.9,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2021,2022,GO6807,Mountain Goat,4.9,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2021,2022,GO6808,Mountain Goat,4.9,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2021,2022,GO6809,Mountain Goat,2,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2021,2022,GO6810,Mountain Goat,2,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2021,2022,GO6811,Mountain Goat,2,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Ogden Willard Peak match.
2021,2022,GO6812,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2021,2022,GO6813,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2021,2022,GO6814,Mountain Goat,6,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct Mt Dutton match.
2021,2022,GO6815,Mountain Goat,4.9,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate North/South Slope repeated to related High Uintas/North Slope codes.
2021,2022,GO6817,Mountain Goat,4.5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Direct La Sal Mtns match.
2021,2022,GO6818,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2021,2022,GO6819,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2021,2022,GO6820,Mountain Goat,4.3,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",medium,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,Aggregate Wasatch row repeated to Wasatch subunit codes.
2021,2022,GO6821,Mountain Goat,4,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Nebo; multiple related GO codes.
2021,2022,GO6822,Mountain Goat,5,,true,"Average age of harvested mountain goats, by management unit, Utah 2015–2024(1).pdf",1,"Average age of harvested mountain goats, by management unit, Utah 2015–2024",high,goat_historical_crosswalked_scope,harvest_2024_for_2025_backfill_package_revised_goat_all_years,90,PDF unit aggregates Beaver; multiple related GO codes.
2021,2022,MB6000,Moose,5.1,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6001,Moose,3.5,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6002,Moose,3.6,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6003,Moose,3.6,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6004,Moose,6,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6005,Moose,3.8,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6008,Moose,4.2,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6009,Moose,5,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6010,Moose,3,,true,21_bg_report.pdf,163,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,MB6208,Moose,3.5,,true,21_bg_report.pdf,164,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5001,Pronghorn,5.2,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5002,Pronghorn,3.5,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5003,Pronghorn,2.9,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5004,Pronghorn,3.4,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5005,Pronghorn,3,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5006,Pronghorn,3.5,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5007,Pronghorn,4.5,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5008,Pronghorn,4.3,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5009,Pronghorn,4,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5011,Pronghorn,3.6,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5012,Pronghorn,4.6,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5013,Pronghorn,2.8,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5015,Pronghorn,3.6,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5016,Pronghorn,4.4,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5017,Pronghorn,4.1,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5018,Pronghorn,4,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5019,Pronghorn,4.3,,true,21_bg_report.pdf,132,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5020,Pronghorn,4,,true,21_bg_report.pdf,132,,high,resolved_by_confidence_rank,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5021,Pronghorn,5.2,,true,21_bg_report.pdf,132,,high,resolved_by_confidence_rank,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5022,Pronghorn,4.5,,true,21_bg_report.pdf,133,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
2021,2022,PB5024,Pronghorn,4,,true,21_bg_report.pdf,133,,high,direct_or_single_value,harvest_results_2021_for_2022_complete_database,70,2021 complete database lane
