source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24_bg-odds.pdf,103,DB1239,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 119,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,104,DB1240,Cwmu Buck Deer - George Creek - Any Legal Weapon Page 120,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;1;9;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,105,DB1241,Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 121,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,106,DB1242,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 122,Totals 145 7 7 14 1 in 10.4 Totals 0 0 0 0 N/A,145;7;7;14;1;10;4;0;0;0;0,14,0,14,res_nr_split
24_bg-odds.pdf,107,DB1243,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 123,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,108,DB1244,Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 124,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,15;1;1;2;1;7;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,109,DB1245,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 125,Totals 25 0 1 1 1 in 25.0 Totals 0 0 0 0 N/A,25;0;1;1;1;25;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,110,DB1246,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 126,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,8;1;1;2;1;4;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,111,DB1248,Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 127,Totals 108 1 1 2 1 in 54.0 Totals 0 0 0 0 N/A,108;1;1;2;1;54;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,112,DB1249,Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 128,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,113,DB1250,Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 129,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,114,DB1251,Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 130,Totals 34 1 1 2 1 in 17.0 Totals 0 0 0 0 N/A,34;1;1;2;1;17;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,115,DB1252,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 131,Totals 24 2 1 3 1 in 8.0 Totals 0 0 0 0 N/A,24;2;1;3;1;8;0;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,116,DB1253,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 132,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,33;1;1;2;1;16;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,117,DB1255,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 133,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;1;11;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,118,DB1256,Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 134,Totals 42 3 2 5 1 in 8.4 Totals 0 0 0 0 N/A,42;3;2;5;1;8;4;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,119,DB1259,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 135,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,120,DB1260,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 136,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,7;1;1;2;1;3;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,121,DB1261,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 137,Totals 44 3 2 5 1 in 8.8 Totals 0 0 0 0 N/A,44;3;2;5;1;8;8;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,122,DB1263,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 138,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,123,DB1264,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 139,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,2;0;1;1;1;2;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,124,DB1265,Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 140,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,7;1;1;2;1;3;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,125,DB1266,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 141,Totals 29 2 1 3 1 in 9.7 Totals 0 0 0 0 N/A,29;2;1;3;1;9;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,126,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 142,Totals 26 0 1 1 1 in 26.0 Totals 0 0 0 0 N/A,26;0;1;1;1;26;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,127,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 143,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;1;15;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,128,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 144,Totals 5 2 1 3 1 in 1.7 Totals 0 0 0 0 N/A,5;2;1;3;1;1;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,129,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 145,Totals 8 2 1 3 1 in 2.7 Totals 0 0 0 0 N/A,8;2;1;3;1;2;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,130,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 146,Totals 15 3 2 5 1 in 3.0 Totals 0 0 0 0 N/A,15;3;2;5;1;3;0;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,131,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 147,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,132,DB1275,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 148,Totals 13 1 1 2 1 in 6.5 Totals 0 0 0 0 N/A,13;1;1;2;1;6;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,133,DB1276,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 149,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;1;1;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,134,DB1277,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 150,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,135,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 151,Totals 66 0 1 1 1 in 66.0 Totals 0 0 0 0 N/A,66;0;1;1;1;66;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,136,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 152,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,35;0;1;1;1;35;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,137,DB1281,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 153,Totals 36 2 1 3 1 in 12.0 Totals 0 0 0 0 N/A,36;2;1;3;1;12;0;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,138,DB1282,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 154,Totals 28 1 1 2 1 in 14.0 Totals 0 0 0 0 N/A,28;1;1;2;1;14;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,139,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 155,Totals 18 0 1 1 1 in 18.0 Totals 0 0 0 0 N/A,18;0;1;1;1;18;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,140,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 156,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,141,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 157,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,16;1;1;2;1;8;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,142,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 158,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;1;21;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,143,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 159,Totals 29 1 1 2 1 in 14.5 Totals 0 0 0 0 N/A,29;1;1;2;1;14;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,144,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 160,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,16;1;1;2;1;8;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,145,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 161,Totals 67 0 1 1 1 in 67.0 Totals 0 0 0 0 N/A,67;0;1;1;1;67;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,146,DB1291,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 162,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;1;11;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,147,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 163,Totals 30 1 1 2 1 in 15.0 Totals 0 0 0 0 N/A,30;1;1;2;1;15;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,148,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 164,Totals 18 1 1 2 1 in 9.0 Totals 0 0 0 0 N/A,18;1;1;2;1;9;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,149,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 165,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,150,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 166,Totals 68 3 3 6 1 in 11.3 Totals 0 0 0 0 N/A,68;3;3;6;1;11;3;0;0;0;0,6,0,6,res_nr_split
24_bg-odds.pdf,151,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 167,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,152,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 168,Totals 7 2 1 3 1 in 2.3 Totals 0 0 0 0 N/A,7;2;1;3;1;2;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,153,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 169,Totals 50 0 1 1 1 in 50.0 Totals 0 0 0 0 N/A,50;0;1;1;1;50;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,154,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon Page 170,Totals 41 1 1 2 1 in 20.5 Totals 0 0 0 0 N/A,41;1;1;2;1;20;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,155,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 171,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,156,DB1304,Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 172,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,157,DB1305,Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 173,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,158,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon Page 174,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,35;0;1;1;1;35;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,159,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon Page 175,Totals 53 2 1 3 1 in 17.7 Totals 0 0 0 0 N/A,53;2;1;3;1;17;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,160,DB1309,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 176,Totals 94 2 2 4 1 in 23.5 Totals 0 0 0 0 N/A,94;2;2;4;1;23;5;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,161,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 177,Totals 42 0 1 1 1 in 42.0 Totals 0 0 0 0 N/A,42;0;1;1;1;42;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,162,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 178,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,3;0;1;1;1;3;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,163,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 179,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,2;0;1;1;1;2;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,164,DB1320,Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 180,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;1;1;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,165,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 181,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,166,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 182,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,167,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 183,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,168,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon Page 184,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,169,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 185,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,170,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 186,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,171,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 187,Totals 16 0 1 1 1 in 16.0 Totals 0 0 0 0 N/A,16;0;1;1;1;16;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,172,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon Page 188,Totals 11 2 1 3 1 in 3.7 Totals 0 0 0 0 N/A,11;2;1;3;1;3;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,173,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 189,Totals 23 3 2 5 1 in 4.6 Totals 0 0 0 0 N/A,23;3;2;5;1;4;6;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,174,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon Page 190,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,8;1;1;2;1;4;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,175,DB1334,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 191,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;1;9;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,176,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 192,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,177,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon Page 193,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,178,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 194,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,179,DB1338,Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 195,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,180,DB1341,Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 196,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,181,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 197,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,182,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 198,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;1;15;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,183,DB1344,Cwmu Buck Deer - Salt Wells - Any Legal Weapon Page 199,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,184,DB1345,Cwmu Buck Deer - Diamond Mountain - Any Legal Weapon Page 200,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,24;0;1;1;1;24;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,185,DB1347,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon Page 201,Totals 10 1 1 2 1 in 5.0 Totals 0 0 0 0 N/A,10;1;1;2;1;5;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,186,DB1348,Cwmu Buck Deer - Kimberly - Any Legal Weapon Page 202,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,3;0;1;1;1;3;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,187,DB1349,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 203,Totals 69 5 4 9 1 in 7.7 Totals 0 0 0 0 N/A,69;5;4;9;1;7;7;0;0;0;0,9,0,9,res_nr_split
24_bg-odds.pdf,189,EB3000,"Limited-entry Archery Bull Elk - Beaver, East - Archery Page 222",Totals 396 9 9 18 1 in 22.0 Totals 514 1 1 2 1 in 257.0,396;9;9;18;1;22;0;514;1;1;2;1;257;0,18,514,532,res_nr_split
24_bg-odds.pdf,190,EB3002,"Limited-entry Archery Bull Elk - Book Cliffs, Little Creek Roadless - Archery Page 223",Totals 49 1 1 2 1 in 24.5 Totals 0 0 0 0 N/A,49;1;1;2;1;24;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,191,EB3003,"Limited-entry Archery Bull Elk - Cache, Meadowville - Archery Page 224",Totals 13 6 6 12 1 in 1.1 Totals 11 0 1 1 1 in 11.0,13;6;6;12;1;1;1;11;0;1;1;1;11;0,12,11,23,res_nr_split
24_bg-odds.pdf,192,EB3005,"Limited-entry Archery Bull Elk - Cache, South - Archery Page 225",Totals 206 4 3 7 1 in 29.4 Totals 36 0 1 1 1 in 36.0,206;4;3;7;1;29;4;36;0;1;1;1;36;0,7,36,43,res_nr_split
24_bg-odds.pdf,193,EB3006,Limited-entry Archery Bull Elk - Manti - Archery Page 226,Totals 1003 75 74 149 1 in 6.7 Totals 453 8 8 16 1 in 28.3,1003;75;74;149;1;6;7;453;8;8;16;1;28;3,149,453,602,res_nr_split
24_bg-odds.pdf,194,EB3008,"Limited-entry Archery Bull Elk - Fillmore, Pahvant - Archery Page 227",Totals 174 8 8 16 1 in 10.9 Totals 128 1 1 2 1 in 64.0,174;8;8;16;1;10;9;128;1;1;2;1;64;0,16,128,144,res_nr_split
24_bg-odds.pdf,195,EB3009,"Limited-entry Archery Bull Elk - La Sal, La Sal Mtns - Archery Page 228",Totals 188 18 17 35 1 in 5.4 Totals 138 2 2 4 1 in 34.5,188;18;17;35;1;5;4;138;2;2;4;1;34;5,35,138,173,res_nr_split
24_bg-odds.pdf,196,EB3010,Limited-entry Archery Bull Elk - Monroe - Archery Page 229,Totals 258 9 8 17 1 in 15.2 Totals 304 1 1 2 1 in 152.0,258;9;8;17;1;15;2;304;1;1;2;1;152;0,17,304,321,res_nr_split
24_bg-odds.pdf,197,EB3011,Limited-entry Archery Bull Elk - Mt Dutton - Archery Page 230,Totals 160 8 7 15 1 in 10.7 Totals 145 1 1 2 1 in 72.5,160;8;7;15;1;10;7;145;1;1;2;1;72;5,15,145,160,res_nr_split
24_bg-odds.pdf,198,EB3013,"Limited-entry Archery Bull Elk - North Slope, Three Corners - Archery Page 231",Totals 91 3 3 6 1 in 15.2 Totals 62 0 1 1 1 in 62.0,91;3;3;6;1;15;2;62;0;1;1;1;62;0,6,62,68,res_nr_split
24_bg-odds.pdf,199,EB3015,Limited-entry Archery Bull Elk - Panguitch Lake - Archery Page 232,Totals 259 6 6 12 1 in 21.6 Totals 250 1 1 2 1 in 125.0,259;6;6;12;1;21;6;250;1;1;2;1;125;0,12,250,262,res_nr_split
24_bg-odds.pdf,200,EB3018,Limited-entry Archery Bull Elk - Fishlake/thousand Lakes - Archery Page 233,Totals 392 38 38 76 1 in 5.2 Totals 203 4 4 8 1 in 25.4,392;38;38;76;1;5;2;203;4;4;8;1;25;4,76,203,279,res_nr_split
24_bg-odds.pdf,201,EB3019,Limited-entry Archery Bull Elk - San Juan Bull Elk - Archery Page 234,Totals 319 11 11 22 1 in 14.5 Totals 809 2 1 3 1 in 269.7,319;11;11;22;1;14;5;809;2;1;3;1;269;7,22,809,831,res_nr_split
24_bg-odds.pdf,202,EB3020,Limited-entry Archery Bull Elk - Diamond Mtn - Archery Page 235,Totals 126 11 10 21 1 in 6.0 Totals 51 1 1 2 1 in 25.5,126;11;10;21;1;6;0;51;1;1;2;1;25;5,21,51,72,res_nr_split
24_bg-odds.pdf,203,EB3022,Limited-entry Archery Bull Elk - Wasatch Mtns - Archery Page 236,Totals 1057 91 90 181 1 in 5.8 Totals 381 10 9 19 1 in 20.1,1057;91;90;181;1;5;8;381;10;9;19;1;20;1,181,381,562,res_nr_split
24_bg-odds.pdf,204,EB3024,"Limited-entry Alw (rifle) Bull Elk - Early - Beaver, East - Any Legal Weapon Page 237",Totals 1504 4 3 7 1 in 214.9 Totals 1199 0 1 1 in 1199.0,1504;4;3;7;1;214;9;1199;0;1;1;1199;0,7,1199,1206,res_nr_split
24_bg-odds.pdf,205,EB3025,"Limited-entry Alw (rifle) Bull Elk - Late - Beaver, East - Any Legal Weapon Page 238",Totals 379 7 6 13 1 in 29.2 Totals 216 1 1 2 1 in 108.0,379;7;6;13;1;29;2;216;1;1;2;1;108;0,13,216,229,res_nr_split
24_bg-odds.pdf,206,EB3028,"Limited-entry Alw (rifle) Bull Elk - Early - Book Cliffs, Little Creek Roadless - Any Legal Weapon Page 239",Totals 184 1 1 2 1 in 92.0 Totals 0 0 0 0 N/A,184;1;1;2;1;92;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,207,EB3031,"Limited-entry Alw (rifle) Bull Elk - Early - Box Elder, Pilot Mtn - Any Legal Weapon Page 240",Totals 367 5 4 9 1 in 40.8 Totals 160 0 1 1 1 in 160.0,367;5;4;9;1;40;8;160;0;1;1;1;160;0,9,160,169,res_nr_split
24_bg-odds.pdf,208,EB3032,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, Meadowville - Any Legal Weapon Page 241",Totals 114 2 2 4 1 in 28.5 Totals 38 0 1 1 1 in 38.0,114;2;2;4;1;28;5;38;0;1;1;1;38;0,4,38,42,res_nr_split
24_bg-odds.pdf,209,EB3033,"Limited-entry Alw (rifle) Bull Elk - Late - Cache, Meadowville - Any Legal Weapon Page 242",Totals 44 4 4 8 1 in 5.5 Totals 6 0 1 1 1 in 6.0,44;4;4;8;1;5;5;6;0;1;1;1;6;0,8,6,14,res_nr_split
24_bg-odds.pdf,210,EB3036,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, South - Any Legal Weapon Page 243",Totals 800 1 1 2 1 in 400.0 Totals 95 0 1 1 1 in 95.0,800;1;1;2;1;400;0;95;0;1;1;1;95;0,2,95,97,res_nr_split
24_bg-odds.pdf,211,EB3037,"Limited-entry Alw (rifle) Bull Elk - Late - Cache, South - Any Legal Weapon Page 244",Totals 273 3 2 5 1 in 54.6 Totals 35 0 1 1 1 in 35.0,273;3;2;5;1;54;6;35;0;1;1;1;35;0,5,35,40,res_nr_split
24_bg-odds.pdf,212,EB3038,Limited-entry Alw (rifle) Bull Elk - Early - Manti - Any Legal Weapon Page 245,Totals 3076 31 31 62 1 in 49.6 Totals 656 3 3 6 1 in 109.3,3076;31;31;62;1;49;6;656;3;3;6;1;109;3,62,656,718,res_nr_split
