source_file,source_sha256,folder_year,publish_year,inferred_year,reported_hunt_year_inferred,model_target_year,year_inference_method,year_confidence,source_class,report_type,quality_engine_use,draw_engine_use,extraction_priority,extraction_strategy,confidence,reason
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/2A5894B9__2021_antlerless_hr.pdf,2dbcbcf5f97bbf26286bfef855c95ad14e1ba45aed20eeea6682ac7f6a3118b6,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/62474ddf__bear_2021.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/670BA679__2021-north-slope-sheep-creek.pdf,09873550b2325b3ee1d0c84cba07ed3b813df8c37942bccd599a587f7d0b03b4,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/6ACC2AEA__2021_le_oial_all.pdf,610bbece4bbf1229e8950b1a883492e06e4402b3ceb4068302a4e488879efc46,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/77105EC4__2021-box-elder-newfoundland-mtn.pdf,f5640758ecdca0189be6271d9e86380ef8e0da1a2f20ee2ca9c15e4f77b614e8,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/7AA56ADB__2021-north-slope-goslin-mtn.pdf,027438c74adad93b8958f65e78abcbacf92b7093bf79dbc67dc5c8b119b87959,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/86C2219B__2021-stansbury.pdf,c7dc120d6c1cbbed39551ad03256bb21be942d0f6aa0e372070c0962b11fa62f,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/8817544e__cougar_2021.pdf,fb6750ad5f56e266c103dca47e9098fa26d1dcf379962b581ee12c9147ac7f65,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/9F8E4D0B__2021-kaiparowits-east-west.pdf,09374ffc774776d5d35490a90b9f13090501a25bea1ea3d498c3cac782bc5acb,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/a62a6cbd__mixed_2021-22.pdf,29c11d3f3cd8420e7f4fdd9b628d502850c138aa277b1a0f7bcacc7f66e5356d,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/ABB95D60__2021-harvest-data.pdf,7de95f6b45bb42a1698613b982b6bf73ba1cd4485737488da172f01d0ddbd7d4,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/B7C6169F__2021-box-elder-pilot-mtn.pdf,1b7a15724126874273fb1e9e6bc9482da7dca8051e82bdd9506adeb3cbb8643c,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/D014E894__2021-san-rafael-south.pdf,e74bebfb0ae5d493a16422f86beb77bc761cec1b52806a9b795d615b542ce830,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/E8ECB6F8__2021-zion.pdf,26f3a1b82015930e8c4652fd56e166ed20a464c09bbeba96232b84a3e7797943,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/2021 Antlerless Draw Results.pdf,0b0fdf81c965f50aafad58f22d58bb75095f995f1a0c19cd87a6024a3923b1fd,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/2021 Bear Draw Results.pdf,cd4bb02a409bc0acbca5c6cc6412250a32a956156215da27a6cf4155fb558f66,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,eee029761d004686212ac7735dec6be3df7f8d2f0e299e132afd2b32ca4339fd,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_bg-odds.pdf,2d4a5927fcb8b6ff4daf13ee551eb3c343edf4c0464d4541ea670cab8c5200f2,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_deer_odds.pdf,62242a4ec4388fad44a7d11c8a2f83ba0990e43200ca1a5acb14cd2922367b12,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_dh_odds.pdf,5243be59fe26f4523f9d741d010bea30d881adbc18ef230cf25b54d5ef2e4f02,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_lifetime_deer.pdf,dccae526f74f9ca351886caee7c33e58a91d42c080e921f039b32dfb27b30d52,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_antlerless_drawing_odds_report.pdf,87431fccf2c9792b2a8cb2df8ce9d80fd7e6ad596c34dfbbc5862ebf22551336,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_bull_elk.pdf,cd8113b3723fa82e291cff1d9e5ebdfd4a02afdb4604d3d95cacfc6ed10de341,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_deer.pdf,2ed8ce58ca60c1d17aa691f1d299501346e2deb8f709b9ce7349e4f57369d282,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_dh_odds.pdf,d09bdd2f48683313888f2e2c8a4f86d5837ca1255faf8db408978ac198d59df0,2022,2022,2022,2021,2022,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,2022,2022,2022,2021,2022,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/5E321DA5__2022-harvest-data.pdf,9fe7d975c2f4c84d0d39078c55b8995bed3a314b00f5d50ad13dbafbc0d86f41,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/7406bf15__mixed_2022-23.pdf,e4146a60da41c05926325333f4d9d0a2c85745aa807894c6e51ddc9119a4706f,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/884746C2__2022-henry-mountains.pdf,6df1627246a584fb8932ba8ef21a7c4c3ee0eaf1c7ddecbe6376888f0bb244ab,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/99d034bd__bear_2022.pdf,aa90fcb5456db4373d25c982542dcc680ecb86d61e0ac49730455c54c9c12df3,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/C9789032__2022-mineral-mtns.pdf,2a0d1e00ccd1b6bef83259979029b64ae8d4aba67879df9b7a14492d7661e783,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/CCDD6E10__2022_gs_buck_deer_hr.pdf,89a227f30eb2ef433c1b0389617359291552b9a8b872db4043e9046b16402aec,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D09A33C9__2022-oak-creek.pdf,c588f759a1387fb6cef5f435bd1b44863ccb16fc9ee6e75971db88e901491be2,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D3E39E3F__2022-nine-mile-gray-canyon.pdf,8c65cb11f4b55df694e0dd961d4e289a700505d3f9684c5cb4d035bb9b990a2c,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/ECBBF5FB__2022-san-rafael-dirty-devil.pdf,e81914ee00bcb4c7f051fa6bafe9bc8b76b9f33d8f0dd2536aea70ca27b8e703,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/FF6D4B3D__2022_antlerless_hr.pdf,269b7fda3567b0d2d371a48e99b2841bd8fe585c863333af03a7ffb6ef61dab2,2022,2022,2022,2022,2023,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/2022 _black_bear_22_drawing_odds.pdf,4d8c0ae1ee5bc644eb8433000fd5804c0acf6d24bae7a12eab3d093e5c1f7b6b,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/2022 Antlerless big game draw results.pdf,adbca8506e33738ac7dda4514adc9e43ead36219bc0d7f4ee19b1088b3e1ce9d,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/2022 cougar_Drawing odds.pdf,49e82f3c79146e1139ee44c8252210740d3961499f94bcbac8941651fa455e55,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/2022 turkey_2022_turkey_bonus_points_draw_results.pdf,531934482bb5f581f25ac1aaeb94e162db0787dfc0fa5263670c17bf2444c68c,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/2022 turkey_2022_youth_turkey_draw_results.pdf,9e3f20b103d29d97ab872593e89bcfc30e3cf4055e92b4829968b23cb25f4bb1,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_bg-odds.pdf,c968a1effccb63a71d04e3bd507273a413b8dcea938fa6184798fd0a60ae3de7,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_deer_odds.pdf,cfdb6bed1a28fc84d3ab5ae39f5160f08f6159f68c77a7c71e30b76cf9093f17,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_dh_odds.pdf,610d6af098d9d680aaa1a168a9ea427b86dfd49224e0bd9f34da583988b3d0e1,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_lifetime_deer.pdf,23e8778e70b4adb9a88a1828d9a1c6eed6aaf38ce4f382fac46837ba8092edb2,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_antlerless_drawing_odds_report.pdf,dec85a133d57b0053474a184b719faa3111088afe51957bfa61d8cf414f3c897,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_bull_elk.pdf,beb5123415ccda77a2a8100937b1d35a36c07eeee01167991fb60b63abb8cd2a,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_deer.pdf,55a1561fb7778ebdb1291099042a147c8fed1a3c9b567066c2700ce767a86e6f,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_dh_odds.pdf,98d0744a0edcee59b1c4fc3e1d650f507be4a43a366fb799b2ba56b104b92013,2023,2023,2023,2022,2023,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0148BAF7__2023-san-juan-river.pdf,0e0d94f7d23b5a8ea528379ce33e22fd08f17336f7ec66a2a6b83d374855dc94,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0A928B4F__2023-central-mtns-nebo.pdf,e960fe19c504b98e77e8b2e87bf565e9e3c8304377023b24ba18c7f0fa417d0f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/2023 Hunt Success.pdf,e956b40760fe0d96125d628100dc499ea88696989dd3bafa755e477b769ddb5f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/22_bg_report.pdf,0f02100dc8407e54f0da240cef7cc716be6434377c3cbb12e0068c1e2719175a,2023,2023,2023,2022,2023,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/24_bg_HARVEST_report.pdf,e93e9472c9abfad2659fb4d3c3d62e28c9bf9b75c403839107fba89711e9d5df,2023,2023,2023,2024,2025,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/28E0BDDD__2023-san-juan-lockhart.pdf,cdf2a412413715c12da03b1c9ec4a13fc26c8db57604f4e606696f724e3ce3de,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/295db9e8__bear_2023.pdf,f3791c6d9a53b91273150ed5285f68649e8218d75ffd0649ff92e10e6c7dbeec,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/36a67499__mixed_2023-24.pdf,683b75f42ee37211eece151d5130b2b1112cd46dc22e20c51ac9c2612428a64f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/4E8E024C__2023-harvest-data.pdf,2520051ba692857a3b99656f731fcc5c326eb23cce62cc3512a3bc6681a07ec8,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/523038DA__2023-san-juan-south.pdf,4aeb8276d17b77a128037ec8b6db75fb51d66a1495c2b03fbb448f509adcf9d2,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/569943FB__2023-kaiparowits-escalante.pdf,1ba06a15d35f1077102a86f1330a27547af8243688986dbec31fec46638116da,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,480f7fb66c7c418d5fe4eda1906bd01868fba10c3f8dfa535c4a3268170b5f17,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/62EF9E74__2023_le_oial_all.pdf,1cb35a2ab84395975ef4f20f1c21ab158cd3e14f9362f01e3c967112ec2addce,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/72C08FAD__2023-la-sal-potash.pdf,9428193e420fceeb8dfb0f0dc138ce5c65476f1a98293bb16e9e2dfe6cd61a5f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/7DDF75D1__2023 ALL SPECIES HARVEST DATA.pdf,db5ac212408364b942ccabadd30c1aaa77681ba7d9de336a51fb00b99b834764,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/8970342F__2023-book-cliffs-south.pdf,548ef303a8616b713a93a5cf9b8c1f19e18a2fac7c5c108594699ac1ce73d001,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/938F5CB7__2023-wasatch-mtns-west.pdf,3e030e39636b284aec48db5cb88acc3aeef80cc1fabdd8de7596033f621d9261,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/9CC65639__2023_gs_buck_deer_hr.pdf,5282c7ecfd3a17ab5fbd15ed26d2ba99b8fd3523719d01407f1b6433d0bb40fc,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/A96251BE__2023_antlerless_hr.pdf,d36241a87154bc84a86863858fb24380145a288c8a654f6e22e626bbd4dbd71f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B28B99E6__2023-nine-mile-jack-creek.pdf,6bc9f98b4ff4ee631b2d9e5042d88967de07fbd3106f86453f10cc051736ae3f,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B5780E69__2023-san-juan-north.pdf,b9c149c065e7bae0f921a6f1a925c6a26888d11da08ff19eac9d07993c009a7b,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/dbd8a659__cougar_2023.pdf,130c67192d5addd2296d1cc22bc612ecc84bad765b5d862de45324be1e5d87a7,2023,2023,2023,2023,2024,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
