source_file,pdf_page_number,printed_page,line_number_on_pdf_page,line_text
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,12,Utah Admin. Rule R657-5-21 certificate required*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,13,You may gather shed antlers or horns-or
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,14,"parts of shed antlers or horns-statewide, but * You must complete this course every year."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,15,there is one seasonal requirement.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,16,What if I find antlers or
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,17,"From Feb. 1 to April 15, 2023, you must"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,18,horns attached to a skull?
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,19,have an antler-gathering certificate on your
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,20,If you find a skull with the antlers or horns
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,21,person while collecting shed antlers or horns.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,22,"still attached, it's possible the animal was"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,23,You can obtain this free certificate by visiting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,24,poached.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,25,wildlife.utah.gov/antler-gathering and com-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,26,"Do NOT pick up or move the skull, or"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,27,pleting an online course. You do not need an
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,28,disturb footprints or other evidence.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,29,antler-gathering certificate at any other time
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,30,"Instead, please take the following steps:"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,31,of the year.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,32,Take photos from a couple of angles
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,33,Please remember that if the winter weath-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,34,Pinpoint the location of the skull (prefer-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,35,"er becomes severe, the Division may choose to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,36,ably its GPS coordinates)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,37,close antler gathering in hard-hit areas.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,38,Report your find to a Division office
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,39,Important: The antler-gathering
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,40,Provide key details in your report
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,41,certificate does not authorize you to trespass
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,42,The Division will send a conservation offi-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,43,on closed areas or private lands to collect shed
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,44,cer to investigate if the animal was poached. If
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,45,antlers or horns.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,46,"it's clear that the animal died of natural causes,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,47,we may allow you to keep your find.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,48,How many permits will be available in 2023?
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,49,The Utah Wildlife Board approved 2023 general-season elk permit numbers at the Decem-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,50,ber 2022 meeting:
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,51,"15,000 general-season permits for the early season any-legal-weapon any bull hunt"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,52,"15,000 spike bull permits, with a cap of 4,500 available as multi-season permits"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,53,Unlimited youth general-season elk permits (these permits will not count toward the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,54,above caps)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,55,No cap on permit numbers for the late season any-legal-weapon any bull hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,56,The board will set permit numbers for other big game species and antlerless hunts when it
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,57,meets in May 2023.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,58,Division biologists will collect and analyze the most recent harvest and population data
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,59,before making their recommendations to the Wildlife Board.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,60,New: Hunters will have access to the proposed permit numbers during the application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,61,period. Proposed permit numbers will be posted on the Hunt Planner at hunt.utah.gov the first
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,62,"week of April. Hunters will be able to edit their applications until April 27, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,13,13,63,13
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,1,14
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,3,koobediuG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,4,noitacilppA
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,9,"LICENSE, PERMIT AND PROGRAM FEES"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,10,License fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,11,Resident license fees Nonresident license fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,12,License Fee License Fee
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,13,365-day hunting license 365-day hunting license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,14,$11 $29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,15,(age 13 and under) (age 17 and younger)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,16,365-day hunting license 365-day hunting license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,17,$16 $72
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,18,(ages 14-17) (age 18 and older)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,19,365-day hunting license Multi-year hunting license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,20,"$34 $71 per year,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,21,(ages 18-64) (up to five years) for age
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,22,up to five years
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,23,18 and older
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,24,365-day hunting license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,25,$25
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,26,(age 65 and older) 365-day combination*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,27,license (age 17 and $33
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,28,365-day hunting license
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,29,younger)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,30,for disabled veterans (see $25.50
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,31,the box on page 6) 365-day combination*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,32,$98
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,33,license (age 18 and older)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,34,"Multi-year hunting license $33 per year,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,35,"(age 18 and older) up to five years Multi-year combination* $97 per year,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,36,license (age 18 and older) up to five years
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,37,365-day combination*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,38,$20
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,39,license (ages 14-17)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,40,* A combination license allows you to hunt or fish in
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,41,365-day combination* Utah and also allows you to fish with a second pole.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,42,$38
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,43,license (ages 18-64)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,44,365-day combination*
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,45,$29 License fee changes
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,46,license (age 65 and older)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,47,"In 2022, the Utah Wildlife Board"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,48,365-day combination
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,49,approved several proposed changes to
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,50,license for disabled
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,51,$28.50 Utah's hunting and fishing license fees.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,52,veterans (see the box on
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,53,page 6) The Utah Legislature will consider the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,54,fee change proposals when it meets in
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,55,"Multi-year combination* $37 per year,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,56,"early 2023. If approved, the license fee"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,57,license (age 18 and older) up to five years
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,58,"changes will go into effect on July 1,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,59,"* A combination license allows you to hunt or fish in 2023. Visit wildlife.utah.gov after June 1,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,60,Utah and also allows you to fish with a second pole.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,14,14,61,2023 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,1,Utah
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,2,Big
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,3,Game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,4,Application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,5,Guidebook
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,6,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,7,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,8,Permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,9,Please keep in mind that if you participate in Pronghorn permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,10,"the hunt drawing, you will also be charged a Permit Resident Nonres."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,11,nonrefundable application fee for each species
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,12,CWMU $55 $337
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,13,or bonus point you apply for. The application
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,14,fee is $10 for residents and $15 for nonresi- Limited entry $55 $337
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,15,dents. You will not be charged a permit fee
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,16,Moose permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,17,unless you draw a permit.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,18,To see a full list of Utah's license and permit Permit Resident Nonres.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,19,"fees, visit wildlife.utah.gov/licenses/fees. Bull moose $413 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,20,"Deer permit fees CWMU $413 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,21,Permit Resident Nonres. Bison permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,22,General deer $40 $398 Permit Resident Nonres.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,23,CWMU $40 $398 Bison (not on
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,24,"$413 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,25,Antelope Island)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,26,CWMU management
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,27,$80 $468
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,28,and cactus buck deer Bison on
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,29,"$1,110 $2,615"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,30,Antelope Island Premium CWMU $168 $768
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,31,Limited entry $80 $650 Bighorn sheep permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,32,Multi-season Permit Resident Nonres.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,33,"$145 $1,100"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,34,limited entry
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,35,"Desert bighorn $513 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,36,Premium
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,37,"limited entry $168 $768 Rocky Mountain $513 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,38,bighorn
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,39,Multi-season premium
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,40,"$305 $1,330"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,41,limited entry
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,42,Mountain goat permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,43,Management and $80 $650 Permit Resident Nonres.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,44,cactus buck deer
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,45,"Mountain goat $413 $2,200"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,46,Elk permit fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,47,Dedicated Hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,48,Permit Resident Nonres.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,49,Program fees
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,50,General any bull
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,51,$50 $593
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,52,or spike bull
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,53,Adult (18 and older)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,54,Multi-season general
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,55,$150 $800 Residents $195
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,56,spike bull
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,57,"Nonresidents $1,047"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,58,Draw-only youth any
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,59,$50 $593
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,60,bull/hunter's choice Lifetime license holders $75
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,61,Youth general season $50 $593
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,62,Youth (12 to 17 years old)
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,63,"CWMU $285 $1,000"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,64,Residents $120
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,65,"Limited entry $285 $1,000"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,66,Nonresidents $814
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,67,Multi-season
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,68,"$513 $1,805"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,69,limited entry
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,15,15,70,15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,1,16
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,2,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,3,koobediuG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,4,noitacilppA
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,5,emaG
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,6,giB
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,7,hatU
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,9,BASIC REQUIREMENTS
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,10,"Are you planning to hunt big game in Utah this year? Before you apply for a permit, make"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,11,"sure you meet Utah's age, hunter education, license and permit requirements."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,12,Are you old enough? Adults must accompany
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,13,Utah Code § 23-19-22 young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,14,"To hunt big game in Utah, you must be at Utah Code § 23-20-20"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,15,"least 12 years old. While hunting big game, a person under"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,16,"If you are least 11 years old, you can apply 16 years old must be accompanied by his or"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,17,"for or obtain any big game permits for which her parent, legal guardian or other responsible"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,18,"you are eligible, including limited-entry and person who is 21 years of age or older and who"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,19,once-in-a-lifetime permits. Any 11-year-olds has been approved by the parent or guardian.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,20,"who apply must be 12 by Dec. 31, 2023. The Division encourages adults to be"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,21,"Remember, you cannot hunt until familiar with hunter education guidelines or to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,22,you are 12 years old. complete the hunter education course before
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,23,"If you're younger than 18, you can apply accompanying youth into the field."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,24,"to participate in the Utah Hunter Mentoring While in the field, the youth and the adult"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,25,"Program. For details on the program, see must remain close enough for the adult to see"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,26,the information box on page 20 or visit and provide verbal assistance to the young
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,27,"wildlife.utah.gov/mentoring. hunter. Using electronic devices, such as"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,28,"If you're 12 years old or older, you can also walkie-talkies or cell phones, does not meet"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,29,participate in the Trial Hunting Program. For this requirement.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,30,"details, see the box below."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,31,Have you passed
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,32,hunter education?
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,33,Utah Code § 23-19-11 & Utah Admin. Rule R657-23
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,34,"Utah's Trial Hunting If you were born after Dec. 31, 1965, you"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,35,Program must provide proof that you've passed a hunter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,36,Utah Admin. Rule R657-68 education course approved by the Division
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,37,Have you ever wanted to bring your before you can apply for or obtain a hunting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,38,"spouse, child or friend along on a hunt license or a big game permit."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,39,and give them a chance to try hunting? The only exception to this law is for indi-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,16,16,40,"Now, they can join you on your next big viduals who are participating in the Division's"
