source_file,pdf_page_number,printed_page,line_number_on_pdf_page,line_text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,19,from your animal-or having your animal
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,20,"two decades, for all antlerless hunts since"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,21,checked by a DWR representative or CWMU
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,22,"2023, and general-season buck deer and bull"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,23,operator-does not fulfill your harvest report-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,24,elk hunts since 2024. For more information
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,25,ing requirement.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,26,"about harvest reporting requirements, restric-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,27,Reporting your hunt information is impor-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,28,tions and fines visit wildlife.utah.gov/harvest.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,29,tant. If you don't report your hunt information
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,30,"within 30 days of the end of the hunt, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,31,New: Late-season harvest reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,32,won't be allowed to apply for big game and
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,33,deadline
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,34,antlerless applications in 2025.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,35,Hunts ending Jan. 16 or later must have a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,36,"harvest report submitted by Feb. 15, whether"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,37,What if I don't complete my harvest
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,38,you harvested an animal or not. This change
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,39,survey by the dealine?
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,40,allows our biologists more time to consider
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,41,"If you don't meet the reporting requirement,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,42,harvest data before making recommendations
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,43,you won't be allowed to apply in the following
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,44,for the following season. Visit wildlife.utah.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,45,"year's big game or antlerless application, or for"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,46,gov/harvest for details.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,47,"bonus or preference points. However, you can"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,48,restore your eligibility to apply for a permit by
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,49,Extended archery season reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,50,submitting your harvest report and paying a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,51,If you are hunting the extended archery
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,52,$50 late fee (additional 2.2% transaction fee
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,53,seasons for general-season buck deer or bull
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,54,applies).
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,55,"elk, you have up to 30 days after the extended"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,56,For more information about harvest report-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,57,archery hunt closes to report your harvest. This
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,58,"ing requirements, restrictions and fines visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,59,deadline exception does not apply to limited-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,60,wildlife.utah.gov/harvest.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,61,entry archery hunts. See Extended archery
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,62,"season dates on pages 7-8 for areas, dates and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,63,Harvest reporting drives decisions
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,64,other requirements.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,65,about Utah's hunts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,66,Reporting your harvest helps the DWR
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,67,maintain more comprehensive and qual-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,68,ity harvest data year-to-year. Thank you for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,69,providing better insights into Utah's big game
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,21,21,70,populations statewide.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,1,22
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,2,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,3,SNOITALUGER
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,4,DLEIF
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,5,EMAG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,6,GIB
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,7,HATU
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,9,FIELD REGULATIONS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,10,Several rules have been established to regulate big game hunting in Utah. These rules
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,11,exist to ensure big game animals are hunted ethically and to help keep you safe in the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,12,field. Please be familiar with the requirements for carrying and using firearms and archery
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,13,tackle. You should also know the different types of hunting methods that may and may not
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,14,be used and what you're required to do with any big game animal you take.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,15,Hunting hours Checkpoints and
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,16,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-6 officer contacts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,17,You may take big game animals from 30
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,18,Utah Code §§ 23A-5-207 and 77-23-104
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,19,minutes before official sunrise until 30 minutes To help the Division fulfill its responsibility as
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,20,"after official sunset. trustee and custodian of Utah's wildlife, conser-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,21,vation officers and DWR biologists monitor the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,22,Requirement to wear
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,23,taking and possession of big game animals and
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,24,hunter orange
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,25,"the required permits, firearms and equipment"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,26,Utah Code § 23A-11-205 used for hunting. You should expect to encoun-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,27,Anyone hunting big game must wear hunter
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,28,ter conservation officers and biologists checking
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,29,"orange on the exterior so that it can be seen,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,30,hunters in the field and at checkpoints.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,31,including one or more of the following items: a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,32,"If you're contacted by a conservation officer,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,33,"hat, shirt, jacket, coat, vest or sweater. At least"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,34,you must provide the officer with the items
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,35,one of these items in hunter orange must be
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,36,"they request, including any licenses and permits"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,37,"visible while hunting any species of big game,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,38,"required for hunting, any devices used to par-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,39,unless you are involved in one of the following
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,40,ticipate in hunting and any game you've taken.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,41,types of hunts:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,42,These contacts allow the Division to collect valu-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,43,"Participating in a once-in-a-lifetime, state-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,44,able information about Utah's big game animals.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,45,wide conservation or statewide sportsman
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,46,hunt Firearms and archery
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,47,"Participating in an archery, muzzleloader equipment"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,48,or HAMSS hunt outside of an area where a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,49,general-season any legal weapon bull elk or Prohibited weapons
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,50,"general-season any legal weapon buck deer Utah Code §§ 23A-5-309 and 23A-5-307, and Utah Admin."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,51,hunt is occurring Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,52,You may only use firearms and archery tackle
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,53,Hunting on a Cooperative Wildlife Manage-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,54,that are expressly permitted in this guidebook.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,55,"ment Unit, unless hunter orange is otherwise"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,56,"While hunting big game, you may not use:"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,57,required by the operator of the CWMU
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,58,A firearm that's capable of being fired fully
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,59,"Participating in urban deer removal, as"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,60,automatic
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,61,authorized by Utah Admin. Rule R657-65
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,62,Any light-enhancement device or aiming
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,63,Keep in mind: Hunter orange is not required
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,64,device that casts a visible beam of light
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,65,during the general-season archery elk hunt that
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,66,A firearm equipped with a computerized
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,67,overlaps with the draw-only any bull/hunter's
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,68,"targeting system that marks a target, cal-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,69,"choice elk hunt. However, youth are still required"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,70,culates a firing solution and automatically
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,71,to wear hunter orange during their draw-only
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,72,discharges the firearm at a point calculated
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,73,elk hunt.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,22,22,74,most likely to hit the acquired target
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,1,23
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,2,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,3,UTAH
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,4,BIG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,5,GAME
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,6,FIELD
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,7,REGULATIONS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,8,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,9,A computer or other device to remotely con-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,10,trol the aiming and discharge of a firearm or Are you allowed to
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,11,other weapon for hunting an animal. possess a weapon?
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,12,Remember: No electronics may be Utah Code §§ 76-11-302 and 76-11-303
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,13,"attached, except for illuminated reticles. It is illegal under Utah Code §§"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,14,These restrictions do not apply to hand-held 76-11-302 and 76-11-303 to possess or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,15,"laser range-finding devices or illuminated use a firearm, muzzleloader or any other"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,16,sight pins for archery equipment. dan-gerous weapon if you have been
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,17,charged or convicted of certain offenses.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,18,"Rifles, airguns, shotguns The purchase or possession of any"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,19,"and crossbows hunting license, permit, tag or certificate"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,20,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-8 of registration from the Division does not
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,21,You may use a rifle or shotgun to hunt big authorize the holder to legally possess or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,22,"game, but your firearm and ammunition must use a firearm, muzzleloader or any other"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,23,meet the following requirements: dangerous weapon while hunting if they
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,24,Your rifle must fire centerfire cartridges are otherwise restricted from possessing
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,25,and expanding bullets. these weapons under Utah Code.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,26,"Your shotgun must be 20 gauge or larger, To determine whether you are"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,27,"and you may use only slug ammunition or allowed to possess a weapon, please"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,28,buckshot that's 00 or larger in size. review the Utah Code sections listed
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,29,You may only use an airgun or crossbow to above or contact the law enforcement
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,30,take big game if you have an any legal weapon agency that oversees your case.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,31,permit. You may not use an airgun or cross-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,32,bow to take big game if you have an archery
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,33,A crossbow arrow or bolt used to hunt big
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,34,or muzzleloader permit. (See Utah Admin. Rule
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,35,game must have at least one of the following:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,36,R657-12-8 and Utah Admin. Rule R657-5-11 for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,37,Fixed broadheads that are at least 7/8-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,38,exceptions to this rule. )
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,39,inch wide at the widest point
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,40,"If you use an airgun to hunt big game, that"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,41,"Expandable, mechanical broadheads that"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,42,airgun must:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,43,are at least 7/8-inch wide at the widest point
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,44,Be pneumatically powered
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,45,when the broadhead is in the open position
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,46,Be pressurized solely through a separate
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,47,It is unlawful for any person to:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,48,charging device
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,49,Hunt big game with an airgun or crossbow
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,50,Only fire a bolt or arrow
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,51,"during a big game archery hunt, except as"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,52,There are no length restrictions on arrows
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,53,provided in R657-12-8 and R657-5-11.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,54,and bolts for airgun and crossbow hunting.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,55,Carry a cocked crossbow containing an
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,56,Your arrows or bolts must travel at least
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,57,arrow or a bolt while in or on any motor-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,58,400 feet per second at the muzzle. They must
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,59,ized vehicle on a public highway or other
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,60,also have either a fixed broadhead that is at
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,61,"public right-of-way, except as provided in"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,62,least 7/8-inch wide at the widest point or an
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,63,R657-12-4.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,64,"expandable, mechanical broadhead that is at"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,65,Hunt any protected wildlife with a cross-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,66,least 7/8-inch wide at the widest point when
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,67,"bow bolt that has any chemical, explosive"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,68,the broadhead is in the open position.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,69,or electronic device attached.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,70,A crossbow used to hunt big game must
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,71,A crossbow used to hunt big game during
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,72,have a minimum draw weight of 125 pounds
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,73,an any legal weapon hunt may have a fixed or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,74,and a positive mechanical safety mechanism.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,23,23,75,variable magnifying scope.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,1,24
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,2,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,3,SNOITALUGER
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,4,DLEIF
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,5,EMAG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,6,GIB
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,7,HATU
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,9,Muzzleloaders
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,10,Hunters with disabilities
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,11,Utah Code § 23A-5-309 and Utah Admin. Rule R657-5-10
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,12,Utah Admin. Rule R657-12 Muzzleloaders may be used during any big
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,13,"Utah provides special hunting accom- game hunt, except the archery hunt."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,14,modations for people with disabilities. Important: There are specific rules regard-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,15,These accommodations include the ing scope magnification during all big game
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,16,"opportunity to hunt with a companion, use muzzleloader hunts- including general-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,17,"a crossbow, hunt from a vehicle, use a draw season, limited-entry and management hunts:"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,18,lock and use a scope on archery equipment. Scopes stronger than 1x power are
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,19,Hunters with disabilities may also apply prohibited.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,24,24,20,"for an extension to their season if they have Only open sights, peep sights, a red dot or"
