source_file,pdf_page_number,printed_page,line_number_on_pdf_page,token_type,token,line_text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,40,number_or_money,1,"Permit Resident until Aug. 31, 2025 starting Sept. 1, 2025"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,41,number_or_money,$46,General deer $46 $418 $599
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,41,number_or_money,$418,General deer $46 $418 $599
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,41,number_or_money,$599,General deer $46 $418 $599
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,42,number_or_money,$40,Youth general deer $40 $418 $499
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,42,number_or_money,$418,Youth general deer $40 $418 $499
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,42,number_or_money,$499,Youth general deer $40 $418 $499
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,43,number_or_money,$56,General any bull and spike bull elk $56 $613 $849
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,43,number_or_money,$613,General any bull and spike bull elk $56 $613 $849
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,43,number_or_money,$849,General any bull and spike bull elk $56 $613 $849
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,44,number_or_money,$50,Youth general elk $50 $613 $749
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,44,number_or_money,$613,Youth general elk $50 $613 $749
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,44,number_or_money,$749,Youth general elk $50 $613 $749
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,45,number_or_money,$200,"Multiseason spike bull elk $200 $830 $1,255"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,45,number_or_money,$830,"Multiseason spike bull elk $200 $830 $1,255"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,45,number_or_money,"$1,255","Multiseason spike bull elk $200 $830 $1,255"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,46,number_or_money,$56,Private-lands-only antlerless elk $56 $350 $649
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,46,number_or_money,$350,Private-lands-only antlerless elk $56 $350 $649
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,46,number_or_money,$649,Private-lands-only antlerless elk $56 $350 $649
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,47,number_or_money,$40,Control antlerless elk $40 $118 $236
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,47,number_or_money,$118,Control antlerless elk $40 $118 $236
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,47,number_or_money,$236,Control antlerless elk $40 $118 $236
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,48,number_or_money,$460,"Nine Mile bison $460 $2,420 $4,840"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,48,number_or_money,"$2,420","Nine Mile bison $460 $2,420 $4,840"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,48,number_or_money,"$4,840","Nine Mile bison $460 $2,420 $4,840"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,49,number_or_money,$10,Application fee $10 $16 $21
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,49,number_or_money,$16,Application fee $10 $16 $21
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,9,9,49,number_or_money,$21,Application fee $10 $16 $21
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,1,number_or_money,10,10
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,11,number_or_money,2,The Division offers discounted hunting and sion office listed on page 2. Please provide
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,14,number_or_money,$25.50,"The discounted hunting license is $25.50, Veterans Affairs issued to you."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,15,number_or_money,$40,"instead of the $40 full price; the discounted If you need assistance, please call the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,16,number_or_money,$28.50,"combination license is $28.50, instead of the nearest Division office."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,17,number_or_money,$44,$44 full price. Either license is good for 365 Find additional resources for hunters and
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,17,number_or_money,365,$44 full price. Either license is good for 365 Find additional resources for hunters and
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,10,10,21,number_or_money,20,least 20 percent. Apply for your discounted
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,1,number_or_money,11,11
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,14,number_or_money,4,Utah Code § 23A-4-703 Utah Code § 23A-4-708
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,14,number_or_money,703,Utah Code § 23A-4-703 Utah Code § 23A-4-708
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,14,number_or_money,708,Utah Code § 23A-4-703 Utah Code § 23A-4-708
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,16,number_or_money,12,least 12 years old. 16 years old must be accompanied by his or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,16,number_or_money,16,least 12 years old. 16 years old must be accompanied by his or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,17,number_or_money,11,"If you are least 11 years old, you can apply her parent, legal guardian or other responsible"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,18,number_or_money,21,for or obtain any big game permits for which person who is 21 years of age or older and who
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,20,number_or_money,11,once-in-a-lifetime permits. Any 11-year-olds The Division encourages adults to be famil-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,21,date,"Dec. 31, 2025","who apply must be 12 by Dec. 31, 2025. iar with hunter education guidelines or to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,21,number_or_money,12,"who apply must be 12 by Dec. 31, 2025. iar with hunter education guidelines or to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,21,number_or_money,31,"who apply must be 12 by Dec. 31, 2025. iar with hunter education guidelines or to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,21,number_or_money,2025,"who apply must be 12 by Dec. 31, 2025. iar with hunter education guidelines or to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,23,number_or_money,12,you are 12 years old. accompanying youth into the field.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,24,number_or_money,18,"If you're younger than 18, you can apply While in the field, the youth and the adult"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,27,number_or_money,55,"box on page 55 or visit wildlife.utah.gov/ hunter. Using electronic devices, such as"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,29,number_or_money,12,"If you're 12 years old or older, you can also this requirement."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,34,code_citation,R657-23,Utah Code § 23A-4-1001 & Utah Admin. Rule R657-23
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,34,number_or_money,4,Utah Code § 23A-4-1001 & Utah Admin. Rule R657-23
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,34,number_or_money,1001,Utah Code § 23A-4-1001 & Utah Admin. Rule R657-23
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,34,number_or_money,23,Utah Code § 23A-4-1001 & Utah Admin. Rule R657-23
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,36,date,"Dec. 31, 1965","If you were born after Dec. 31, 1965, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,36,number_or_money,31,"If you were born after Dec. 31, 1965, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,36,number_or_money,1965,"If you were born after Dec. 31, 1965, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,39,code_citation,R657-68,Utah Admin. Rule R657-68
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,39,number_or_money,68,Utah Admin. Rule R657-68
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,53,number_or_money,12,anyone age 12 or older to try hunting for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,11,11,56,number_or_money,21,licensed hunter age 21 or older-before Proof of hunter education
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,1,number_or_money,12,12
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,21,number_or_money,15,which is just as valid as a paper license. Hunters who are age 15 and younger
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,52,code_citation,801-538-4727,local Division office or call 801-538-4727.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,52,number_or_money,801,local Division office or call 801-538-4727.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,52,number_or_money,538,local Division office or call 801-538-4727.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,52,number_or_money,4727,local Division office or call 801-538-4727.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,54,number_or_money,1,Utah Code § 23A-1-101
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,54,number_or_money,101,Utah Code § 23A-1-101
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,12,12,58,number_or_money,70,the definition of Resident on page 70
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,1,number_or_money,13,13
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,11,number_or_money,4,"Utah Code §§§ 23A-4-201, 23A-4-703 and 23A-5-309"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,11,number_or_money,201,"Utah Code §§§ 23A-4-201, 23A-4-703 and 23A-5-309"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,11,number_or_money,703,"Utah Code §§§ 23A-4-201, 23A-4-703 and 23A-5-309"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,11,number_or_money,5,"Utah Code §§§ 23A-4-201, 23A-4-703 and 23A-5-309"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,11,number_or_money,309,"Utah Code §§§ 23A-4-201, 23A-4-703 and 23A-5-309"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,18,number_or_money,2026,As long as your license was valid on the date The application period for 2026 will
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,19,number_or_money,2025,you submitted your big game permit applica- begin in early November 2025. Only
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,23,number_or_money,22,"expires on June 22, 2025. If you applied for permits, and the few restrictions that"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,23,number_or_money,2025,"expires on June 22, 2025. If you applied for permits, and the few restrictions that"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,24,date,"Feb. 28, 2025","permits on Feb. 28, 2025, then you do not apply, please visit wildlife.utah.gov in"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,24,number_or_money,28,"permits on Feb. 28, 2025, then you do not apply, please visit wildlife.utah.gov in"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,24,number_or_money,2025,"permits on Feb. 28, 2025, then you do not apply, please visit wildlife.utah.gov in"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,25,number_or_money,2025,have to purchase a new license for your hunt mid-October 2025.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,28,code_citation,R657-62-18,fishing and hunting license purchasers for Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,28,number_or_money,62,fishing and hunting license purchasers for Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,28,number_or_money,18,fishing and hunting license purchasers for Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,31,code_citation,801-536-8500,Services at 801-536-8500. permit.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,31,number_or_money,801,Services at 801-536-8500. permit.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,31,number_or_money,536,Services at 801-536-8500. permit.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,31,number_or_money,8500,Services at 801-536-8500. permit.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,33,number_or_money,365,"combination licenses are valid for 365 days been issued through the big game drawing, but"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,35,number_or_money,2025,option of purchasing a multiyear license that's chase in July 2025. See page 15 for sales dates.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,35,number_or_money,15,option of purchasing a multiyear license that's chase in July 2025. See page 15 for sales dates.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,38,number_or_money,9,"cation fees, see page 9 or visit wildlife.utah. apply for those permits from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,38,number_or_money,4,"cation fees, see page 9 or visit wildlife.utah. apply for those permits from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,38,number_or_money,18,"cation fees, see page 9 or visit wildlife.utah. apply for those permits from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,38,number_or_money,2025,"cation fees, see page 9 or visit wildlife.utah. apply for those permits from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,41,number_or_money,14,Plan on sharing the see page 14.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,13,13,44,number_or_money,9,"cation fees, see page 9 or visit wildlife.utah."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,1,number_or_money,14,14
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,12,number_or_money,52,page 52). only available online
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,16,date,"May 30, 2025","ing May 30, 2025. There, you'll find application print your boundaries today."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,16,number_or_money,30,"ing May 30, 2025. There, you'll find application print your boundaries today."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,16,number_or_money,2025,"ing May 30, 2025. There, you'll find application print your boundaries today."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,19,number_or_money,2025,If you are planning to apply for a 2025 boundaries of any permits you've drawn.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,23,date,May 30,May 30: Review online antlerless hunt
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,23,number_or_money,30,May 30: Review online antlerless hunt
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,26,number_or_money,47,app. See the box on page 47 for more
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,27,date,"May 30, 2025","Beginning May 30, 2025, you can visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,27,number_or_money,30,"Beginning May 30, 2025, you can visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,27,number_or_money,2025,"Beginning May 30, 2025, you can visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,31,number_or_money,18,June 18: Deadline for antlerless
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,37,number_or_money,18,"later than June 18, 2025. There's an 11 p.m."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,37,number_or_money,2025,"later than June 18, 2025. There's an 11 p.m."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,37,number_or_money,11,"later than June 18, 2025. There's an 11 p.m."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,39,number_or_money,5,MDT deadline for online applications and a 5
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,46,number_or_money,4,June 4: Apply online for an antlerless
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,47,number_or_money,3,July 3: Antlerless drawing results
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,50,number_or_money,4,"Starting June 4, 2025, you can visit wildlife."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,50,number_or_money,2025,"Starting June 4, 2025, you can visit wildlife."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,53,number_or_money,3,"email on or before July 3, 2025. You can also"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,53,number_or_money,2025,"email on or before July 3, 2025. You can also"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,57,code_citation,800-221-0659,utah.gov or by calling 800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,57,number_or_money,800,utah.gov or by calling 800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,57,number_or_money,221,utah.gov or by calling 800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,57,number_or_money,0659,utah.gov or by calling 800-221-0659.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,62,number_or_money,17,You can also apply by calling any Division a youth is someone who is 17 years old or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,63,number_or_money,31,office. younger on July 31 of any given year.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,65,number_or_money,17,youth if you are 17 years old or younger
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,66,number_or_money,31,"on July 31, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,14,14,66,number_or_money,2025,"on July 31, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,1,number_or_money,15,15
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,10,code_citation,R657-62-18,Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,10,number_or_money,62,Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,10,number_or_money,18,Utah Admin. Rule R657-62-18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,18,number_or_money,8,JULY 8
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,23,number_or_money,8,Permits go on sale at 8 a.m. MDT permits (if available)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,36,number_or_money,10,JULY 10
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,43,number_or_money,17,season buck deer permits JULY 17
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,15,15,47,number_or_money,29,JULY 29
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,1,number_or_money,16,16
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,11,code_citation,R657-5-33,Utah Admin. Rule R657-5-33 considered antlerless permits.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,11,number_or_money,5,Utah Admin. Rule R657-5-33 considered antlerless permits.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,11,number_or_money,33,Utah Admin. Rule R657-5-33 considered antlerless permits.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,13,number_or_money,15,permits in Utah each year. sold in July. See page 15 for the different
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,16,16,20,number_or_money,29,permits can be obtained over the on July 29. Visit wildlife.utah.gov/antlerless
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,17,17,1,number_or_money,17,17
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,17,17,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,1,number_or_money,18,18
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,10,number_or_money,17,"If you are 17 years old or younger on July 31, 2025, you may have more opportunities to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,10,number_or_money,31,"If you are 17 years old or younger on July 31, 2025, you may have more opportunities to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,10,number_or_money,2025,"If you are 17 years old or younger on July 31, 2025, you may have more opportunities to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,13,date,"Aug. 16-Sept. 12, 2025","If you are a youth and you obtain a general- which runs from Aug. 16-Sept. 12, 2025-you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,13,number_or_money,16,"If you are a youth and you obtain a general- which runs from Aug. 16-Sept. 12, 2025-you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,13,number_or_money,12,"If you are a youth and you obtain a general- which runs from Aug. 16-Sept. 12, 2025-you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,13,number_or_money,2025,"If you are a youth and you obtain a general- which runs from Aug. 16-Sept. 12, 2025-you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,22,date,"Sept. 12, 2025","16-Sept. 12, 2025. will be available beginning July 8, 2025. Visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,22,number_or_money,16,"16-Sept. 12, 2025. will be available beginning July 8, 2025. Visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,22,number_or_money,12,"16-Sept. 12, 2025. will be available beginning July 8, 2025. Visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,22,number_or_money,2025,"16-Sept. 12, 2025. will be available beginning July 8, 2025. Visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,22,number_or_money,8,"16-Sept. 12, 2025. will be available beginning July 8, 2025. Visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,29,number_or_money,19,"ment. See the tables on page 19 for details. For more information, please call the near-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,31,date,"Sept. 13, 2025","extended archery areas, starting Sept. 13, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,31,number_or_money,13,"extended archery areas, starting Sept. 13, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,31,number_or_money,2025,"extended archery areas, starting Sept. 13, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,34,number_or_money,2025,"In 2025, there will be an unlimited number"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,38,number_or_money,17,for youth who will be 17 years of age or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,40,number_or_money,31,"younger on July 31, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,18,18,40,number_or_money,2025,"younger on July 31, 2025."
