hunt_code,hunt_name,species,hunt_type,weapon,residency,draw_pool,public_permits_2025,public_permits_2026,permits_2026_total,permit_delta,permit_status,source_file_2026,coverage_reason,audit_label,audit_rationale
EA1089,Diamond Mtn,Elk,General Season,Any Legal Weapon,Resident,standard,36,45,50,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1090,Diamond Mtn,Elk,General Season,Any Legal Weapon,Resident,standard,36,45,50,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1112,"Wasatch Mtns, Wallsburg",Elk,General Season,Any Legal Weapon,Resident,standard,40,49,55,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1209,"Fillmore, Oak Creek LE",Elk,General Season,Any Legal Weapon,Resident,standard,36,45,50,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1228,Morgan-South Rich,Elk,General Season,Any Legal Weapon,Resident,standard,58,67,75,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1231,"West Desert, Tintic Valley",Elk,General Season,Any Legal Weapon,Resident,standard,36,45,50,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,General Season,Any Legal Weapon,Resident,standard,36,45,50,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1272,"East Canyon, East",Elk,General Season,Any Legal Weapon,Nonresident,standard,6,15,150,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA2037,Yellowstone,Elk,General Season,Archery,Nonresident,standard,11,20,200,9,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EB3010,Monroe,Elk,Limited Entry,Archery,Resident,standard,19,10,11,-9,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EB3197,Southwest Desert South,Elk,Limited Entry,Late Archery,Resident,standard,9,18,20,9,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5052,"West Desert, Snake Valley",Pronghorn,Limited Entry,Any Legal Weapon,Resident,standard,86,95,106,9,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5078,Parker Mtn,Pronghorn,Limited Entry,Muzzleloader,Resident,standard,54,45,50,-9,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1017,"Box Elder, West",Pronghorn,General Season,Any Legal Weapon,Resident,standard,40,49,55,9,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EA1110,"Wasatch Mtns, Salt Lake",Elk,General Season,Any Legal Weapon,Resident,standard,32,40,45,8,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1274,"North Slope, Three Corners",Elk,General Season,Archery,Resident,standard,14,22,25,8,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EB3126,Manti,Elk,Limited Entry,Mid Any Legal Weapon,Resident,standard,183,175,195,-8,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EB3173,Nebo/San Pitch Mtns,Elk,Limited Entry,Archery,Resident,standard,21,29,32,8,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5033,"Fillmore, Oak Creek South",Pronghorn,Limited Entry,Any Legal Weapon,Resident,standard,38,46,51,8,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5076,Parker Mtn,Pronghorn,Limited Entry,Any Legal Weapon,Nonresident,standard,7,15,150,8,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5080,"Box Elder, Snowville",Pronghorn,Limited Entry,Muzzleloader,Resident,standard,1,9,10,8,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1010,Paunsaugunt,Deer,Management Buck Deer,Any Legal Weapon,Resident,standard,23,30,33,7,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1016,"West Desert, Vernon",Deer,Limited Entry,Archery,Resident,standard,39,46,51,7,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1018,"Book Cliffs, South",Deer,Limited Entry,Any Legal Weapon,Resident,standard,27,34,38,7,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1087,"Wasatch Mtns, West",Deer,Limited Entry,Muzzleloader,Resident,standard,29,36,40,7,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EA1021,Nebo,Elk,General Season,Any Legal Weapon,Nonresident,standard,16,23,230,7,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1157,Redd Ranches CWMU,Elk,CWMU,Any Legal Weapon,Resident,standard,28,35,35,7,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,CWMU,Any Legal Weapon,Resident,standard,28,35,35,7,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,General Season,Any Legal Weapon,Resident,standard,33,40,45,7,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EB3006,Manti,Elk,Limited Entry,Archery,Resident,standard,155,148,165,-7,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5050,"West Desert, Riverbed",Pronghorn,Limited Entry,Any Legal Weapon,Resident,standard,66,73,81,7,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1056,Parker Mtn,Pronghorn,General Season,Any Legal Weapon,Resident,standard,29,36,40,7,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1058,"Parker Mtn, Highlands",Pronghorn,General Season,Any Legal Weapon,Resident,standard,29,36,40,7,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1060,"Parker Mtn, Plains",Pronghorn,General Season,Any Legal Weapon,Resident,standard,29,36,40,7,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1023,Diamond Mtn,Deer,Limited Entry,Any Legal Weapon,Resident,standard,55,61,68,6,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1042,"West Desert, Vernon",Deer,Limited Entry,Muzzleloader,Resident,standard,40,46,51,6,FULL_SPLIT,BUCK DEER.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EA1022,"Manti, North",Elk,General Season,Any Legal Weapon,Nonresident,standard,24,30,300,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1035,"Kamas, Oakley",Elk,General Season,Any Legal Weapon,Nonresident,standard,7,13,125,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1044,"Morgan-South Rich, South Rich",Elk,General Season,Any Legal Weapon,Resident,standard,25,31,35,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1063,Ogden,Elk,General Season,Any Legal Weapon,Nonresident,standard,2,8,75,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1069,Panguitch Lake,Elk,General Season,Any Legal Weapon,Resident,standard,25,31,35,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1111,"Wasatch Mtns, Wallsburg",Elk,General Season,Any Legal Weapon,Resident,standard,25,31,35,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1131,Durst Mountain CWMU,Elk,CWMU,Any Legal Weapon,Resident,standard,24,30,30,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1132,East Fork Chalk Creek CWMU,Elk,CWMU,Any Legal Weapon,Resident,standard,24,30,30,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1284,Panguitch Lake,Elk,General Season,Muzzleloader,Resident,standard,25,31,35,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EA1285,Panguitch Lake,Elk,General Season,Any Legal Weapon,Resident,standard,25,31,35,6,FULL_SPLIT,antlerless elk.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from the antlerless elk source, which strongly suggests a real published permit change."
EB3064,Fishlake/Thousand Lakes,Elk,Limited Entry,Mid Any Legal Weapon,Resident,standard,93,99,110,6,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EB3158,Beaver East,Elk,Limited Entry,Late Archery,Resident,standard,12,18,20,6,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
EB3176,Nebo/San Pitch Mtns,Elk,Limited Entry,Late Any Legal Weapon,Resident,standard,14,20,22,6,FULL_SPLIT,BULL ELK DATABASE.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5046,"San Rafael, North",Pronghorn,Limited Entry,Any Legal Weapon,Resident,standard,56,62,69,6,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PB5077,Parker Mtn,Pronghorn,Limited Entry,Archery,Resident,standard,39,45,50,6,FULL_SPLIT,pronghorn buck.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1055,Parker Mtn,Pronghorn,General Season,Muzzleloader,Resident,standard,25,31,35,6,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
PD1057,"Parker Mtn, Highlands",Pronghorn,General Season,Any Legal Weapon,Resident,standard,25,31,35,6,FULL_SPLIT,pronghorn doe.xlsx,modeled_engine,LIKELY_REAL_SOURCE_CHANGE,"2026 row has a full resident/nonresident split from a named 2026 source file, which strongly suggests a real published permit change."
DB1770,Box Elder,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,43,672,688,629,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1795,"Wasatch Mtns, West",Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,156,688,701,532,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1771,Cache,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,138,584,588,446,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1782,North Slope,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,39,340,340,301,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1783,Ogden,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,45,291,297,246,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1798,Zion,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,26,230,256,204,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1773,Nebo,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,170,343,349,173,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1772,Manti/San Rafael,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,406,562,573,156,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1790,"San Juan, Abajo Mtns",Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,58,205,261,147,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1786,Pine Valley,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,1,114,228,113,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1786,Pine Valley,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,1,114,228,113,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1775,Fillmore,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,146,38,42,-108,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1787,Boulder/Kaiparowits,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,172,64,70,-108,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1794,"Wasatch Mtns, East",Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,360,269,271,-91,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1785,Panguitch Lake,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,167,100,112,-67,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1791,Vernal/Bonanza,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,100,44,45,-56,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1790,"San Juan, Abajo Mtns",Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,16,56,261,40,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1778,La Sal Mtns,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,94,60,67,-34,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1788,Fishlake,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,73,45,49,-28,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1777,Kamas,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,31,55,55,24,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1798,Zion,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,3,26,256,23,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1793,Southwest Desert,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,1,23,46,22,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1793,Southwest Desert,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,1,23,46,22,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1792,Yellowstone,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,82,62,63,-20,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1781,Nine Mile,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,42,61,62,19,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1780,Mt Dutton,Deer,General Season,Dedicated Hunter,Resident,dedicated_hunter,4,21,26,17,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1770,Box Elder,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,1,16,688,15,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1775,Fillmore,Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,14,4,42,-10,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
DB1795,"Wasatch Mtns, West",Deer,General Season,Dedicated Hunter,Nonresident,dedicated_hunter,3,13,701,10,TOTAL_ONLY,BUCK DEER.xlsx,preference_dedicated_hunter_deer,LIKELY_TOTAL_ONLY_POOL_MISMATCH,"2026 dedicated-hunter row uses a total-only BUCK DEER.xlsx overlay, and the same total is also carried on a paired standard overlay row in the linked reference file; likely not an apples-to-apples comparison against the 2025 dedicated-hunter pool."
