path,directory,file_name,extension,size_bytes,size_mb,git_tracked,modified_status,sha256,likely_file_role,recommended_action,reason_code,online_needed,cloudflare_needed,github_needed,local_archive_needed,delete_candidate,notes
pages-dist/processed_data/boundaries/EA1193.geojson,pages-dist/processed_data/boundaries,EA1193.geojson,.geojson,6234,0.006,FALSE,,990762a4b3dd7e5e69df62b6e8f9d0aeea77b1df3c8c323b54ad18d5319fea1b,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1196.geojson,pages-dist/processed_data/boundaries,EA1196.geojson,.geojson,6790,0.006,FALSE,,413b1388c38e2dafe7788d1a2478cf50ca99dc7ceebffc73c7a72fdd03ebe696,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1198.geojson,pages-dist/processed_data/boundaries,EA1198.geojson,.geojson,2785,0.003,FALSE,,b987b107c1e3891120cb643d6475b97987c733dae6d151386621413648e8d344,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1200.geojson,pages-dist/processed_data/boundaries,EA1200.geojson,.geojson,1506,0.001,FALSE,,ed271ca9e079e1ef4c573eb628e8400d7cd3f43219793f3f82da34028312f327,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1201.geojson,pages-dist/processed_data/boundaries,EA1201.geojson,.geojson,1669,0.002,FALSE,,3cedd4dd8e646be2b8509974d884bd7d67906d12dc2619366d65e6129bb046ca,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1203.geojson,pages-dist/processed_data/boundaries,EA1203.geojson,.geojson,2127,0.002,FALSE,,28974c2827f1b9b0223b56cb509cfb0b7470bdfbb7b7acc87bdf7766bad70b26,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1204.geojson,pages-dist/processed_data/boundaries,EA1204.geojson,.geojson,2127,0.002,FALSE,,3974fb5e2ceccd658e726fb77ae4411799a15d0f3a569293ef05b7ef1c53377e,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1206.geojson,pages-dist/processed_data/boundaries,EA1206.geojson,.geojson,3631,0.003,FALSE,,be2252f87c4ce522f01fadb1e26749fc1b86f0720622dbf3d310015ebf22da2e,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1207.geojson,pages-dist/processed_data/boundaries,EA1207.geojson,.geojson,3003,0.003,FALSE,,c0636cf409122dca3449807acc37430124def098d7c56f65e8267bdf2995c3b9,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1208.geojson,pages-dist/processed_data/boundaries,EA1208.geojson,.geojson,4812,0.005,FALSE,,0d0db21c239f0aa6e9f47d86a6fb721e35b32eab615a99c7127991324fd19e27,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1209.geojson,pages-dist/processed_data/boundaries,EA1209.geojson,.geojson,2929,0.003,FALSE,,f2fce08cb08b8d244a53898728abbeeeeae62a8d63d77d5d8bd833c0048afa99,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1217.geojson,pages-dist/processed_data/boundaries,EA1217.geojson,.geojson,7174,0.007,FALSE,,398a8bde7c8c14ab83a2a970b4cfc53fa32cc7ab94fc96c645bf11c1571d77d8,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1220.geojson,pages-dist/processed_data/boundaries,EA1220.geojson,.geojson,55127,0.053,FALSE,,72963d1dd29d999e8437867809aaf7959dd9142ab3c8e7614d4c0ad0e22dada0,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1221.geojson,pages-dist/processed_data/boundaries,EA1221.geojson,.geojson,27092,0.026,FALSE,,83fac5bbe0a6f66af7b24d6d78ecb9fc394792907d3ee69a7e417ec9ce291834,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1222.geojson,pages-dist/processed_data/boundaries,EA1222.geojson,.geojson,4178,0.004,FALSE,,f500cd6b83eb2b930899c83e66e4eb92a53419586925aaf0db17d92091e6c00b,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1223.geojson,pages-dist/processed_data/boundaries,EA1223.geojson,.geojson,4178,0.004,FALSE,,9f51af45a241c80c954ad5a0c2141138336bcac9de3269b65b727df584b0a98a,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1224.geojson,pages-dist/processed_data/boundaries,EA1224.geojson,.geojson,9850,0.009,FALSE,,686c31abc3d4b8967bc7ed4642fa1412977f1c1c2579c0d342db85788875b702,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1225.geojson,pages-dist/processed_data/boundaries,EA1225.geojson,.geojson,9850,0.009,FALSE,,6ade5a8fd1894d8d53a919e9e735d7075aff5b8446d9ddad64c5f0ae8c91f0f7,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1226.geojson,pages-dist/processed_data/boundaries,EA1226.geojson,.geojson,3003,0.003,FALSE,,3f98addebec66162fa6c53c2832ed4b947c337f575f237123c51fc56c1c6f519,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1228.geojson,pages-dist/processed_data/boundaries,EA1228.geojson,.geojson,4553,0.004,FALSE,,25bb92a060fc0e263067703bc52ee4398cc50380ff819ec1f3eceeb32791adf6,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1229.geojson,pages-dist/processed_data/boundaries,EA1229.geojson,.geojson,4553,0.004,FALSE,,0315c135bd51e5ee3b5be0797b4d5931308a722e51321e76b8b8b5669dbd1fa9,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1231.geojson,pages-dist/processed_data/boundaries,EA1231.geojson,.geojson,9318,0.009,FALSE,,5017bb877a0d0ae7ed91c5126c76a04c8f0571ce4a59f1e0479e554139337a15,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1233.geojson,pages-dist/processed_data/boundaries,EA1233.geojson,.geojson,2743,0.003,FALSE,,d33bfa26607baea8473adb2f901520b33b641754519cba1fdd336abd057de216,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1234.geojson,pages-dist/processed_data/boundaries,EA1234.geojson,.geojson,795,0.001,FALSE,,66b28754b75feac2a819bcb36bc769a735e5d0bc93b75fc1daa6c64895a908ee,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1235.geojson,pages-dist/processed_data/boundaries,EA1235.geojson,.geojson,4288,0.004,FALSE,,f5d8b20bfb3b5e56d36b64165a038296d8b4c925f686955a00921306f332fdd2,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1236.geojson,pages-dist/processed_data/boundaries,EA1236.geojson,.geojson,4072,0.004,FALSE,,154a1f6e2f37b9ceda6a62836f95dd00262be807a1cc8dac5717190d55f77b92,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1237.geojson,pages-dist/processed_data/boundaries,EA1237.geojson,.geojson,2401,0.002,FALSE,,60e9803b805e79b33eb90fbc7ed883be2178af2e0eba5059ca05f4aa274ebe6b,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1239.geojson,pages-dist/processed_data/boundaries,EA1239.geojson,.geojson,12124,0.012,FALSE,,144ee23d866b61a1a5c096c08d44e5be1f638719f4ad18376ea34867c96d22ca,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1240.geojson,pages-dist/processed_data/boundaries,EA1240.geojson,.geojson,12124,0.012,FALSE,,d4b60094c5d6034923243aaa878d8ed643155a8c4fc50e5689730f71c9505a0a,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1242.geojson,pages-dist/processed_data/boundaries,EA1242.geojson,.geojson,9806,0.009,FALSE,,ca09a2d1c5f33157506d9c481e0c5aa23a1bb2fec22b0fbe8d0cbd06483b70a1,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1243.geojson,pages-dist/processed_data/boundaries,EA1243.geojson,.geojson,9806,0.009,FALSE,,cf198b99c0ad322bf76af1a80722f92311d82739731bbc097eeb9cce8626c581,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1244.geojson,pages-dist/processed_data/boundaries,EA1244.geojson,.geojson,18210,0.017,FALSE,,0305cedf9df809b580fcb3baa119b7f5f94ee61e70cd18355dcc1d84248e0b15,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1245.geojson,pages-dist/processed_data/boundaries,EA1245.geojson,.geojson,18210,0.017,FALSE,,2eabeb5267bf0b353d977a36bacb1b7c9092aae1bc6fbdf593e502a05f0999b1,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1250.geojson,pages-dist/processed_data/boundaries,EA1250.geojson,.geojson,15189,0.014,FALSE,,fb510d970c14b690ce12cc01a85bcdd20806e2d5d105631080807741d66320b1,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1251.geojson,pages-dist/processed_data/boundaries,EA1251.geojson,.geojson,2627,0.003,FALSE,,be7e6270b9a0211fb75576e77051b7c7de4e79738f11a3cd5c88409e4d702a1e,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1254.geojson,pages-dist/processed_data/boundaries,EA1254.geojson,.geojson,4243,0.004,FALSE,,ee415da6a2bf43108150a93f7faa6ec79c21d13a55cdfacdf206b3287efc91ed,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1256.geojson,pages-dist/processed_data/boundaries,EA1256.geojson,.geojson,2719,0.003,FALSE,,02e2c87b2578669a9a69dd13d6a536943e9c91c8fd81b3fa0c49fe0eb8d78687,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1257.geojson,pages-dist/processed_data/boundaries,EA1257.geojson,.geojson,1306,0.001,FALSE,,eedf0108653dcbabf5343b34b4b69fad878e5f974bd0d83ca057038fef416f92,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1258.geojson,pages-dist/processed_data/boundaries,EA1258.geojson,.geojson,29915,0.029,FALSE,,465421daa6a269bab497d10f98721595a9e4eac9f9526e13ca4846fab3424c27,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1259.geojson,pages-dist/processed_data/boundaries,EA1259.geojson,.geojson,2457,0.002,FALSE,,b942ee0ef6d9b2e483acd114f8ed7900932872fc8cb4121d1a3c257a7880de1f,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1260.geojson,pages-dist/processed_data/boundaries,EA1260.geojson,.geojson,5979,0.006,FALSE,,8ad975c13f243f61e989231560574d55230d3cf73f9debf61f8f21e23cab393c,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1261.geojson,pages-dist/processed_data/boundaries,EA1261.geojson,.geojson,2843,0.003,FALSE,,fd2cfa39d764caf5bd37a5a16a263a8a655de43fa7112b5d206607cc8c4289ce,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1263.geojson,pages-dist/processed_data/boundaries,EA1263.geojson,.geojson,2566,0.002,FALSE,,8e20efd14f2fd8c87c3573af78d35ea8a240a6b4e7300ac6462b2bbf333fe29f,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1264.geojson,pages-dist/processed_data/boundaries,EA1264.geojson,.geojson,1218,0.001,FALSE,,571e08cfb2ae0625f7bc3dbfe4bc4c6e011e88db61ca1465d05ceecbb976b185,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1265.geojson,pages-dist/processed_data/boundaries,EA1265.geojson,.geojson,2036,0.002,FALSE,,f3cb318a06cffea665648b0b6e151ef3dfb8b0c85c5903a697aa7f2d171afc10,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1266.geojson,pages-dist/processed_data/boundaries,EA1266.geojson,.geojson,3647,0.003,FALSE,,7973631a0da29729b33d981f86a57681802ccb4d60306822060993c121cd4189,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1267.geojson,pages-dist/processed_data/boundaries,EA1267.geojson,.geojson,6116,0.006,FALSE,,d247ca6ce78a4b1bd793afb097246924a452d4125feebcaa2f9dc52ad532d475,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1268.geojson,pages-dist/processed_data/boundaries,EA1268.geojson,.geojson,6790,0.006,FALSE,,52894d114253e7da60eef5cc27dd41d09e968a19c1c414da91609cc54765f913,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1269.geojson,pages-dist/processed_data/boundaries,EA1269.geojson,.geojson,5952,0.006,FALSE,,7f20e8606ea74036b31a7efd1a6b3691973f2785807ef01ae239ff5e32e1bf7a,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1270.geojson,pages-dist/processed_data/boundaries,EA1270.geojson,.geojson,27126,0.026,FALSE,,6163847dbed06d7c455b25dc7343b39328b6aaf566e033bc1d928e629ea783e2,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1271.geojson,pages-dist/processed_data/boundaries,EA1271.geojson,.geojson,55127,0.053,FALSE,,7a6727d2f55fb84e550f45d7c844ebe46fafc3b5ab197fc1332065d81b67ef08,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1272.geojson,pages-dist/processed_data/boundaries,EA1272.geojson,.geojson,6699,0.006,FALSE,,19be86d25f4e87a388f07a43671e70e56420f42aeb97b3468e43cfa597ee2ffa,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1273.geojson,pages-dist/processed_data/boundaries,EA1273.geojson,.geojson,9218,0.009,FALSE,,d19a8e63a6f9e5a41b32bb12beacc90e42b1efbeba472d1f6a250e8206d65847,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1274.geojson,pages-dist/processed_data/boundaries,EA1274.geojson,.geojson,9218,0.009,FALSE,,f8a02352b0c5575dd9591c9c6638d10795f024aa34ce60743a474ac30541436b,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1276.geojson,pages-dist/processed_data/boundaries,EA1276.geojson,.geojson,4356,0.004,FALSE,,fba223b9607af501f5a185824cba0e8ccf3c12b6d270accb651c78d3d8f563be,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1277.geojson,pages-dist/processed_data/boundaries,EA1277.geojson,.geojson,9218,0.009,FALSE,,e7aaa388681361989cee5e66adafb8b36d38ae429875a51dd7002cfb33ee07ad,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1278.geojson,pages-dist/processed_data/boundaries,EA1278.geojson,.geojson,3433,0.003,FALSE,,862c4e7a77c967f1233f5f93b7a219176e0d292a563a28ef853f2c6c841bde45,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1279.geojson,pages-dist/processed_data/boundaries,EA1279.geojson,.geojson,3433,0.003,FALSE,,de92f5cec9046741c91c5f8bc8268aeb2d2405c21e6bf1b52a042891908910ae,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1280.geojson,pages-dist/processed_data/boundaries,EA1280.geojson,.geojson,2401,0.002,FALSE,,c2fbe788b0f8da49e25425a49568bd2bce190b95916a23532d018210e2130107,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1281.geojson,pages-dist/processed_data/boundaries,EA1281.geojson,.geojson,5682,0.005,FALSE,,66f688a1c895e526accc46bdc6bd0177b261a494fc3633eababe4bd9c73d2bbb,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1282.geojson,pages-dist/processed_data/boundaries,EA1282.geojson,.geojson,3062,0.003,FALSE,,518ca916992b15b6fb4438f8ade68e0e60d64fa4a00f304c67f7c444e18afdd9,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1283.geojson,pages-dist/processed_data/boundaries,EA1283.geojson,.geojson,4612,0.004,FALSE,,4c965dc20afcae8594333bbbece87651353dca2187e356971b3103ce3d258aab,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1284.geojson,pages-dist/processed_data/boundaries,EA1284.geojson,.geojson,4612,0.004,FALSE,,2bf97bbc62a40d11c5e2c534107517ef4c8baff43c328c80a00ef72b900f439b,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1285.geojson,pages-dist/processed_data/boundaries,EA1285.geojson,.geojson,4612,0.004,FALSE,,04aeca8ddf556afff418b3a4cc19622bbdcf096927c806e953cbfb4eeb0cd679,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA1286.geojson,pages-dist/processed_data/boundaries,EA1286.geojson,.geojson,3787,0.004,FALSE,,d1c9ef38f63efcf4d9a6b4d489fd10ebf6a2e72d98b751e63328f2591c622d51,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA2000.geojson,pages-dist/processed_data/boundaries,EA2000.geojson,.geojson,41067,0.039,FALSE,,1a16e55dad5915514b21d446ffffa9d03b9c8a1afbae1b677ed0b9ed061aae0a,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA2002.geojson,pages-dist/processed_data/boundaries,EA2002.geojson,.geojson,4553,0.004,FALSE,,373edc37385251f5ec02450e5233b391222f1bf14f5a87b86126632e06d79197,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
pages-dist/processed_data/boundaries/EA2003.geojson,pages-dist/processed_data/boundaries,EA2003.geojson,.geojson,4072,0.004,FALSE,,ad355f3d12f7b0a2f88953a7cb289ceecb3b16207ddec1d77acc5d7243155b8a,unclear_project_file,ONLINE_STATIC_SITE,PAGES_DIST_BUILD_ARTIFACT,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
