reported_hunt_year,species,measurement_record_no,location_of_kill,normalized_location,matched_unit_name,matched_hunt_name,matched_species,possible_hunt_codes,selected_hunt_code,match_status,match_confidence,match_method,notes
2023,Bighorn Sheep,95,Desert peak and Big Pass,desert peak and big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,96,NW part of Newfoundland mtns,nw part of newfoundland mountains,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,97,North of Big pass,north of big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,98,,nan,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,99,Big Pass,big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,100,Near Desert Peak,near desert peak,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,101,north end,north end,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,102,big pass,big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,103,Bear Top Mountain,bear top mountain,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,104,Boats Tusk,boats tusk,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,105,Sheep Creek,sheep creek,"North Slope, Summit/West Daggett","RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,RS6709,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.
2023,Bighorn Sheep,106,Manella dump- 1 canyon S,manella dump 1 canyon s,"North Slope, Summit/West Daggett","RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,RS6709,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.
2023,Bighorn Sheep,107,Floyd Briggs Ranch,floyd briggs ranch,"North Slope, Summit/West Daggett","RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,RS6709,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.
2023,Bighorn Sheep,108,Sandy,sandy,"North Slope, Summit/West Daggett","RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,RS6709,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.
2023,Bighorn Sheep,109,Price River,price river,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,110,Price river,price river,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,111,Lila Canyon,lila canyon,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,112,Jenny Canyon,jenny canyon,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,113,Dry Canyon,dry canyon,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,114,steer ridge,steer ridge,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,115,Dry creek,dry creek,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,116,Elk Creek,elk creek,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,117,Cow Creek,cow creek,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,118,Devil's Den,devil s den,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,119,Muskrat Canyon,muskrat canyon,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,120,timpie,timpe,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,121,muskrat canyon,muskrat canyon,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,122,West side of Timpe,west side of timpe,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,123,Canyon NE of Big Pass,canyon ne of big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,124,North side of desert peak,north side of desert peak,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,125,Southeast of Big Pass,southeast of big pass,"Box Elder, Newfoundland Mtn","RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,RS6703|RS6704|RS6722,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,126,"Above Alpine, Ut",above alpine ut,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,127,Timpanogas,timpanogos,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,128,Between rock canyon and the Y,between rock canyon and the y,"Book Cliffs, South","RS6701 Book Cliffs, South",Rocky Mountain Bighorn Sheep,RS6701,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Book Cliffs South area/location; review before selected-code promotion.
2023,Bighorn Sheep,129,South of Rock Canyon,south of rock canyon,"Book Cliffs, South","RS6701 Book Cliffs, South",Rocky Mountain Bighorn Sheep,RS6701,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Book Cliffs South area/location; review before selected-code promotion.
2023,Bighorn Sheep,130,North Canyon Nebo,north canyon nebo,"Central Mtns, Nebo","RS6725 Central Mtns, Nebo",Rocky Mountain Bighorn Sheep,RS6725,RS6725,MATCHED,HIGH,normalized_location_keyword,Central Mountains Nebo hunt name/location.
2023,Bighorn Sheep,131,North Canyon,north canyon,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,132,,nan,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.
2023,Bighorn Sheep,133,Bowan's Creek,bowan s creek,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,134,Dry Creek,dry creek,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,135,Oak creek canyon,oak creek,"Fillmore, Oak Creek","RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,RS6720|RS6726|RS6727,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,136,Dry Creek,dry creek,"Wasatch Mtns, West","RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,RS6724,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.
2023,Bighorn Sheep,137,Oak Creek,oak creek,"Fillmore, Oak Creek","RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,RS6720|RS6726|RS6727,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery."
2023,Bighorn Sheep,138,Oak Creek Canyon,oak creek,"Fillmore, Oak Creek","RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,RS6720|RS6726|RS6727,,POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery."
