source,id,title,href,folder_id,type,year,size_bytes,visible_in_public_library,curation_status,recommendation
library_file_inventory,,2026 ELK BULL L.E ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL L.E ANY LEGAL WEAPON.xlsx,,xlsx,2026,11133,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ELK BULL L.E ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL L.E ARCHERY.xlsx,,xlsx,2026,10061,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ELK BULL L.E MULTISEASON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL L.E MULTISEASON.xlsx,,xlsx,2026,8148,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ELK BULL L.E MUZZLELOADER.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL L.E MUZZLELOADER.xlsx,,xlsx,2026,8180,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ELK BULL STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6585,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ELK HUNTERS CHOICE EXTENDED ARCHERY ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK HUNTERS CHOICE EXTENDED ARCHERY ARCHERY.xlsx,,xlsx,2026,6549,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,6819,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE ANTLERLESS L.E ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE ANTLERLESS L.E ANY LEGAL WEAPON.xlsx,,xlsx,2026,6697,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE ANTLERLESS L.E ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE ANTLERLESS L.E ARCHERY.xlsx,,xlsx,2026,6565,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE MALE ONLY CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE MALE ONLY CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,7810,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE MALE ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE MALE ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,,xlsx,2026,7596,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOOSE MALE ONLY STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOOSE MALE ONLY STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6560,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOUNTAIN GOAT HUNTER'S CHOICE ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOUNTAIN GOAT HUNTER'S CHOICE ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,,xlsx,2026,7758,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOUNTAIN GOAT HUNTER'S CHOICE ONCE-IN-A-LIFETIME ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOUNTAIN GOAT HUNTER'S CHOICE ONCE-IN-A-LIFETIME ARCHERY.xlsx,,xlsx,2026,6679,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 MOUNTAIN GOAT HUNTER'S CHOICE STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 MOUNTAIN GOAT HUNTER'S CHOICE STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6570,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,7358,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,,xlsx,2026,7681,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN ANTLERLESS GENERAL SEASON ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN ANTLERLESS GENERAL SEASON ARCHERY.xlsx,,xlsx,2026,6565,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN ANTLERLESS GENERAL SEASON MUZZLELOADER.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN ANTLERLESS GENERAL SEASON MUZZLELOADER.xlsx,,xlsx,2026,6573,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,8431,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK L.E - PRIVATE LAND ONLY ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK L.E - PRIVATE LAND ONLY ANY LEGAL WEAPON.xlsx,,xlsx,2026,7030,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK L.E ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK L.E ANY LEGAL WEAPON.xlsx,,xlsx,2026,8885,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK L.E ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK L.E ARCHERY.xlsx,,xlsx,2026,8606,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK L.E MUZZLELOADER.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK L.E MUZZLELOADER.xlsx,,xlsx,2026,7653,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 PRONGHORN BUCK STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 PRONGHORN BUCK STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6586,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,,xlsx,2026,6591,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY CONSERVATION ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY CONSERVATION ANY LEGAL WEAPON.xlsx,,xlsx,2026,7050,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,,xlsx,2026,7963,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY ONCE-IN-A-LIFETIME ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY ONCE-IN-A-LIFETIME ARCHERY.xlsx,,xlsx,2026,6704,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6810,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY BEARDED CONSERVATION ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED CONSERVATION ANY LEGAL WEAPON.xlsx,,xlsx,2026,6895,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY BEARDED CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,6664,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY BEARDED L.E ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED L.E ANY LEGAL WEAPON.xlsx,,xlsx,2026,6893,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY BEARDED SPRING GENERAL SEASON ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED SPRING GENERAL SEASON ANY LEGAL WEAPON.xlsx,,xlsx,2026,6576,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY BEARDED STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6556,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY EITHER SEX FALL MANAGEMENT ANY LEGAL WEAPON PRIVATE LAND ONLY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY EITHER SEX FALL MANAGEMENT ANY LEGAL WEAPON PRIVATE LAND ONLY.xlsx,,xlsx,2026,6919,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 TURKEY EITHER SEX FALL MANAGEMENT ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY EITHER SEX FALL MANAGEMENT ANY LEGAL WEAPON.xlsx,,xlsx,2026,6920,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON COW O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 BISON COW O.I.L.pdf,,pdf,2026,3419,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 BISON HUNTER CHOICE O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 BISON HUNTER CHOICE O.I.L.pdf,,pdf,2026,5194,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 BLACK BEAR DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 BLACK BEAR DRAW.pdf,,pdf,2026,30357,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 COUGAR DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 COUGAR DRAW.pdf,,pdf,2026,2539,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS CWMU.pdf,,pdf,2026,3206,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS DRAW SUMMARY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS DRAW SUMMARY.pdf,,pdf,2026,6457,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS DRAW.pdf,,pdf,2026,6464,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK CACTUS BUCK.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CACTUS BUCK.pdf,,pdf,2026,2564,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK CONSERVATION PERMIT.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CONSERVATION PERMIT.pdf,,pdf,2026,3292,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CWMU.pdf,,pdf,2026,29337,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK DRAW.pdf,,pdf,2026,118932,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK EXTENDED ARCHERY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK EXTENDED ARCHERY.pdf,,pdf,2026,2640,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.pdf,,pdf,2026,5769,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK GENERAL SEASON.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK GENERAL SEASON.pdf,,pdf,2026,36620,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK L.E MANAGEMENT BUCK.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E MANAGEMENT BUCK.pdf,,pdf,2026,3469,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK L.E PRIVATE LANDS ONLY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E PRIVATE LANDS ONLY.pdf,,pdf,2026,4209,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK L.E.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E.pdf,,pdf,2026,19383,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK P.L.E.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK P.L.E.pdf,,pdf,2026,4504,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK STATEWIDE.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK STATEWIDE.pdf,,pdf,2026,2620,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER HUNTER CHOICE.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER HUNTER CHOICE.pdf,,pdf,2026,2630,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DESERT BIGHORN SHEEP RAM O.I.L SUMMARY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DESERT BIGHORN SHEEP RAM O.I.L SUMMARY.pdf,,pdf,2026,8802,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DESERT BIGHORN SHEEP RAM O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DESERT BIGHORN SHEEP RAM O.I.L.pdf,,pdf,2026,8778,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK ANTLERLESS CONSERVATION PERMIT.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS CONSERVATION PERMIT.pdf,,pdf,2026,3427,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK ANTLERLESS CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS CWMU.pdf,,pdf,2026,16143,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK ANTLERLESS DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS DRAW.pdf,,pdf,2026,54501,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK ANTLERLESS GENERAL SEASON.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS GENERAL SEASON.pdf,,pdf,2026,31372,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK ANTLERLESS PRIVATE LANDS ONLY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS PRIVATE LANDS ONLY.pdf,,pdf,2026,9019,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL ALL HUNTS.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL ALL HUNTS.pdf,,pdf,2026,92458,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL CONSERVATION PERMIT.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL CONSERVATION PERMIT.pdf,,pdf,2026,2894,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL CWMU.pdf,,pdf,2026,18172,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL EXTENDED ARCHERY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL EXTENDED ARCHERY.pdf,,pdf,2026,2562,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL GENERAL ANY BULL.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL ANY BULL.pdf,,pdf,2026,3570,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL GENERAL ARCHERY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL ARCHERY.pdf,,pdf,2026,2640,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL GENERAL SPIKE ONLY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL SPIKE ONLY.pdf,,pdf,2026,3129,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.pdf,,pdf,2026,36283,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL L.E MATURE BULL.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E MATURE BULL.pdf,,pdf,2026,38369,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL L.E.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E.pdf,,pdf,2026,9525,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL STATEWIDE.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL STATEWIDE.pdf,,pdf,2026,2615,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ELK BULL YOUTH GENERAL ANY BULL.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL YOUTH GENERAL ANY BULL.pdf,,pdf,2026,2656,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 MOOSE BULL O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOOSE BULL O.I.L.pdf,,pdf,2026,8924,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 MOOSE COW O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOOSE COW O.I.L.pdf,,pdf,2026,3052,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.pdf,,pdf,2026,5824,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN BUCK CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK CWMU.pdf,,pdf,2026,6224,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN BUCK L.E PRIVATE LANDS ONLY.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK L.E PRIVATE LANDS ONLY.pdf,,pdf,2026,3730,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN BUCK L.E.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK L.E.pdf,,pdf,2026,19338,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN BUCK STATEWIDE.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK STATEWIDE.pdf,,pdf,2026,2625,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN DOE CWMU.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN DOE CWMU.pdf,,pdf,2026,3924,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 PRONGHORN DOE GENERAL SEASON.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN DOE GENERAL SEASON.pdf,,pdf,2026,5387,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP EWE O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ROCKY MOUNTAIN BIGHORN SHEEP EWE O.I.L.pdf,,pdf,2026,2644,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 ROCKY MOUNTAIN BIGHORN SHEEP RAM O.I.L.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ROCKY MOUNTAIN BIGHORN SHEEP RAM O.I.L.pdf,,pdf,2026,8808,true,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 TURKEY BEARDED DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 TURKEY BEARDED DRAW.pdf,,pdf,2026,5129,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 TURKEY EITHER SEX DRAW.pdf,processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 TURKEY EITHER SEX DRAW.pdf,,pdf,2026,3210,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 BISON COW O.I.L.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 BISON COW O.I.L.xlsx,,xlsx,2026,9768,false,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 BISON HUNTER CHOICE O.I.L.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 BISON HUNTER CHOICE O.I.L.xlsx,,xlsx,2026,7815,false,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 BLACK BEAR DRAW.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 BLACK BEAR DRAW.xlsx,,xlsx,2026,17383,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 COUGAR DRAW.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 COUGAR DRAW.xlsx,,xlsx,2026,9261,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS CWMU.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 DEER ANTLERLESS CWMU.xlsx,,xlsx,2026,9630,false,duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS DRAW SUMMARY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 DEER ANTLERLESS DRAW SUMMARY.xlsx,,xlsx,2026,11318,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER ANTLERLESS DRAW.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 DEER ANTLERLESS DRAW.xlsx,,xlsx,2026,11380,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,2026 DEER BUCK CACTUS BUCK.xlsx,processed_data/hard_data_exports/hunt_tables/2026/XLXS/2026 DEER BUCK CACTUS BUCK.xlsx,,xlsx,2026,9302,false,duplicate,Keep one canonical public entry and hide duplicates.
